gene_id	ref_id
MSTRG.13424	Solyc06g008510.3
MSTRG.13425	Solyc06g008520.4
MSTRG.13427	Solyc06g008560.2
MSTRG.13428	Solyc06g008580.3
MSTRG.13429	Solyc06g008590.3
MSTRG.13430	Solyc06g008600.3
MSTRG.13431	Solyc06g008610.3
MSTRG.13432	Solyc06g008620.1
MSTRG.13433	lnc_RNA:Solyc06r028930.1
MSTRG.13435	lnc_RNA:Solyc06r028940.1
MSTRG.13436	Solyc06g008720.4
MSTRG.13437	lnc_RNA:Solyc06r028950.1
MSTRG.13438	Solyc06g008730.3
MSTRG.13439	Solyc06g008740.3
MSTRG.13440	Solyc06g008750.1
MSTRG.13441	Solyc06g008765.1
MSTRG.13442	lnc_RNA:Solyc06r028980.1
MSTRG.13443	Solyc06g008785.1
MSTRG.13444	Solyc06g008810.3
MSTRG.13447	Solyc06g008820.3
MSTRG.13448	Solyc06g008840.3
MSTRG.13449	lnc_RNA:Solyc06r029000.1
MSTRG.13450	Solyc06g008850.3
MSTRG.13451	Solyc06g008860.3
MSTRG.13452	Solyc06g008870.2
MSTRG.13453	Solyc06g008880.3
MSTRG.13454	Solyc06g008890.4
MSTRG.13455	Solyc06g008900.4
MSTRG.13456	Solyc06g008920.3
MSTRG.13457	Solyc06g008930.3
MSTRG.13458	Solyc06g008940.4
MSTRG.13459	Solyc06g008960.3
MSTRG.13460	Solyc06g008970.4
MSTRG.13461	Solyc06g008980.3
MSTRG.13462	Solyc06g008990.1
MSTRG.13463	Solyc06g009010.1
MSTRG.13464	lnc_RNA:Solyc06r029010.1
MSTRG.13465	Solyc06g009020.2
MSTRG.13466	Solyc06g009040.4
MSTRG.13467	Solyc06g009050.3
MSTRG.13468	Solyc06g009060.4
MSTRG.13470	Solyc06g009070.3
MSTRG.13471	Solyc06g009110.3
MSTRG.13472	Solyc06g009120.3
MSTRG.13473	Solyc06g009130.3
MSTRG.13474	Solyc06g009140.3
MSTRG.13475	lnc_RNA:Solyc06r029030.1
MSTRG.13476	Solyc06g009150.1
MSTRG.13477	Solyc06g009160.4
MSTRG.13478	Solyc06g009170.3
MSTRG.13479	Solyc06g009190.4
MSTRG.13480	lnc_RNA:Solyc06r029050.1
MSTRG.13481	lnc_RNA:Solyc06r029060.1
MSTRG.13482	Solyc06g009195.1
MSTRG.13483	Solyc06g009200.3
MSTRG.13484	Solyc06g009210.4
MSTRG.13485	lnc_RNA:Solyc06r029070.1
MSTRG.13486	Solyc06g009220.4
MSTRG.13487	Solyc06g009240.4
MSTRG.13488	Solyc06g009260.3
MSTRG.13489	Solyc06g009270.3
MSTRG.13491	Solyc06g009280.1
MSTRG.13492	lnc_RNA:Solyc06r029090.1
MSTRG.13493	Solyc06g009290.4
MSTRG.13494	lnc_RNA:Solyc06r029100.1
MSTRG.13496	lnc_RNA:Solyc06r029110.1
MSTRG.13497	Solyc06g009370.4
MSTRG.13498	Solyc06g009380.3
MSTRG.13499	Solyc06g009390.3
MSTRG.13500	Solyc06g009400.3
MSTRG.13501	Solyc06g009500.1
MSTRG.13502	Solyc06g009510.1
MSTRG.13503	lnc_RNA:Solyc06r029160.1
MSTRG.13505	Solyc06g009600.2
MSTRG.13506	Solyc06g009610.1
MSTRG.13507	Solyc06g009620.1
MSTRG.13509	Solyc06g009630.1
MSTRG.13510	Solyc06g009650.3
MSTRG.13511	Solyc06g009660.3
MSTRG.13512	Solyc06g009670.3
MSTRG.13513	Solyc06g009680.4
MSTRG.13514	Solyc06g009690.3
MSTRG.13515	Solyc06g009710.4
MSTRG.13516	Solyc06g009750.4
MSTRG.13517	Solyc06g009760.1
MSTRG.13519	Solyc06g009770.1
MSTRG.13520	Solyc06g009780.4
MSTRG.13521	Solyc06g009790.4
MSTRG.13522	Solyc06g009800.3
MSTRG.13523	Solyc06g009803.1
MSTRG.13524	Solyc06g009807.1
MSTRG.13525	lnc_RNA:Solyc06r029170.1
MSTRG.13527	Solyc06g009890.2
MSTRG.13528	Solyc06g009900.3
MSTRG.13529	Solyc06g009960.3
MSTRG.13530	Solyc06g009970.3
MSTRG.13531	lnc_RNA:Solyc06r029190.1
MSTRG.13532	Solyc06g009983.1
MSTRG.13533	Solyc06g010000.3
MSTRG.13534	Solyc06g010030.4
MSTRG.13535	lnc_RNA:Solyc06r029200.1
MSTRG.13536	Solyc06g010045.1
MSTRG.13538	Solyc06g010060.1
MSTRG.13539	Solyc06g150105.1
MSTRG.13540	Solyc06g010170.3
MSTRG.13541	Solyc06g010240.3
MSTRG.13543	Solyc06g010250.3
MSTRG.13544	Solyc06g010260.3
MSTRG.13545	lnc_RNA:Solyc06r029220.1
MSTRG.13546	Solyc06g011280.3
MSTRG.13548	Solyc06g011350.3
MSTRG.13550	Solyc06g011400.2
MSTRG.13551	lnc_RNA:Solyc06r029270.1
MSTRG.13552	Solyc06g011403.1
MSTRG.13553	Solyc06g011405.1
MSTRG.13554	Solyc06g011450.3
MSTRG.13556	lnc_RNA:Solyc06r029290.1
MSTRG.13557	lnc_RNA:Solyc06r029300.1
MSTRG.13560	Solyc06g011570.3
MSTRG.13561	Solyc06g011560.3
MSTRG.13562	Solyc06g011575.1
MSTRG.13563	Solyc06g011580.1
MSTRG.13564	lnc_RNA:Solyc06r029320.1
MSTRG.13565	lnc_RNA:Solyc06r029330.1
MSTRG.13566	Solyc06g011665.1
MSTRG.13567	lnc_RNA:Solyc06r029350.1
MSTRG.13568	Solyc06g016750.3
MSTRG.13569	Solyc06g016760.3
MSTRG.13571	Solyc06g016770.3
MSTRG.13572	Solyc06g016790.3
MSTRG.13573	lnc_RNA:Solyc06r029470.1
MSTRG.13574	Solyc06g016820.1
MSTRG.13576	Solyc06g016827.1
MSTRG.13579	Solyc06g017970.4
MSTRG.13581	Solyc06g018050.4
MSTRG.13588	Solyc06g018100.4
MSTRG.13589	Solyc06g018110.3
MSTRG.13598	Solyc06g019170.3
MSTRG.13600	Solyc06g019200.4
MSTRG.13601	Solyc06g030470.4
MSTRG.13603	Solyc06g030490.3
MSTRG.13605	Solyc06g030510.4
MSTRG.13609	Solyc06g030540.4
MSTRG.13612	Solyc06g030570.3
MSTRG.13613	Solyc06g030590.3
MSTRG.13616	lnc_RNA:Solyc06r029570.1
MSTRG.13620	Solyc06g031680.2
MSTRG.13622	Solyc06g031690.4
MSTRG.13623	Solyc06g031710.3
MSTRG.13625	Solyc06g031712.1
MSTRG.13627	Solyc06g033850.3
MSTRG.13628	Solyc06g033920.1
MSTRG.13629	lnc_RNA:Solyc06r029630.1
MSTRG.13630	Solyc06g033970.1
MSTRG.13631	Solyc06g034020.3
MSTRG.13632	Solyc06g034040.1
MSTRG.13633	Solyc06g034077.1
MSTRG.13634	Solyc06g034100.4
MSTRG.13635	Solyc06g034110.3
MSTRG.13636	Solyc06g034120.4
MSTRG.13637	Solyc06g034130.2
MSTRG.13638	Solyc06g034140.3
MSTRG.13639	Solyc06g034150.4
MSTRG.13640	Solyc06g034160.3
MSTRG.13641	Solyc06g034220.3
MSTRG.13643	Solyc06g034230.2
MSTRG.13645	Solyc06g034255.1
MSTRG.13646	lnc_RNA:Solyc06r029740.1
MSTRG.13647	Solyc06g034290.3
MSTRG.13648	Solyc06g034320.1
MSTRG.13649	Solyc06g034310.4
MSTRG.13650	Solyc06g034330.5
MSTRG.13652	Solyc06g034340.3
MSTRG.13653	Solyc06g034360.2
MSTRG.13654	Solyc06g034370.1
MSTRG.13655	Solyc06g034390.1
MSTRG.13656	Solyc06g034410.3
MSTRG.13657	Solyc06g035410.2
MSTRG.13658	Solyc06g035420.1
MSTRG.13659	Solyc06g035430.3
MSTRG.13661	Solyc06g035450.4
MSTRG.13662	lnc_RNA:Solyc06r029770.1
MSTRG.13663	Solyc06g035490.3
MSTRG.13665	Solyc06g035520.3
MSTRG.13667	Solyc06g035580.3
MSTRG.13668	Solyc06g035600.3
MSTRG.13669	Solyc06g035610.3
MSTRG.13670	Solyc06g035620.3
MSTRG.13671	Solyc06g035690.3
MSTRG.13672	Solyc06g035700.1
MSTRG.13674	Solyc06g035720.3
MSTRG.13676	Solyc06g035723.1
MSTRG.13677	Solyc06g035760.4
MSTRG.13678	Solyc06g035790.3
MSTRG.13680	Solyc06g035810.1
MSTRG.13681	Solyc06g035830.1
MSTRG.13683	Solyc06g035840.1
MSTRG.13684	Solyc06g035850.1
MSTRG.13685	lnc_RNA:Solyc06r029830.1
MSTRG.13686	lnc_RNA:Solyc06r029840.1
MSTRG.13687	Solyc06g035870.3
MSTRG.13690	Solyc06g035920.3
MSTRG.13691	Solyc06g035940.3
MSTRG.13692	Solyc06g035960.3
MSTRG.13693	Solyc06g035970.3
MSTRG.13694	Solyc06g035980.4
MSTRG.13695	Solyc06g036000.4
MSTRG.13696	Solyc06g036050.4
MSTRG.13697	Solyc06g036060.4
MSTRG.13698	lnc_RNA:Solyc06r029880.1
MSTRG.13699	Solyc06g036070.3
MSTRG.13700	Solyc06g036080.4
MSTRG.13701	Solyc06g036100.3
MSTRG.13702	Solyc06g036110.1
MSTRG.13703	Solyc06g036120.3
MSTRG.13704	Solyc06g036130.4
MSTRG.13706	Solyc06g036170.1
MSTRG.13707	Solyc06g036180.3
MSTRG.13708	Solyc06g036190.1
MSTRG.13709	Solyc06g036230.4
MSTRG.13710	Solyc06g036260.3
MSTRG.13711	lnc_RNA:Solyc06r029940.1
MSTRG.13712	lnc_RNA:Solyc06r029960.1
MSTRG.13713	Solyc06g036290.3
MSTRG.13714	Solyc06g036300.4
MSTRG.13715	Solyc06g036310.3
MSTRG.13716	lnc_RNA:Solyc06r029970.1
MSTRG.13718	Solyc06g036330.1
MSTRG.13719	Solyc06g036340.4
MSTRG.13720	Solyc06g036350.3
MSTRG.13722	Solyc06g036430.3
MSTRG.13723	Solyc06g036440.2
MSTRG.13724	Solyc06g036460.4
MSTRG.13725	lnc_RNA:Solyc06r029990.1
MSTRG.13729	Solyc06g036520.1
MSTRG.13730	Solyc06g036540.1
MSTRG.13731	Solyc06g036550.1
MSTRG.13732	Solyc06g036570.1
MSTRG.13733	lnc_RNA:Solyc06r030050.1
MSTRG.13735	Solyc06g036640.4
MSTRG.13736	lnc_RNA:Solyc06r030060.1
MSTRG.13737	lnc_RNA:Solyc06r030070.1
MSTRG.13738	Solyc06g036660.1
MSTRG.13739	Solyc06g036670.2
MSTRG.13740	Solyc06g036690.2
MSTRG.13741	lnc_RNA:Solyc06r030080.1
MSTRG.13742	Solyc06g036700.3
MSTRG.13743	Solyc06g036720.4
MSTRG.13744	Solyc06g036780.3
MSTRG.13746	lnc_RNA:Solyc06r030100.1
MSTRG.13747	Solyc06g043260.2
MSTRG.13748	Solyc06g043170.4
MSTRG.13749	Solyc06g043150.4
MSTRG.13750	Solyc06g043153.1
MSTRG.13751	Solyc06g150110.1
MSTRG.13754	Solyc06g043030.4
MSTRG.13756	Solyc06g043035.1
MSTRG.13758	Solyc06g048410.4
MSTRG.13759	Solyc06g048460.2
MSTRG.13760	Solyc06g048470.4
MSTRG.13761	Solyc06g048480.3
MSTRG.13762	Solyc06g048510.4
MSTRG.13763	Solyc06g048520.3
MSTRG.13764	Solyc06g048540.3
MSTRG.13765	Solyc06g048570.3
MSTRG.13766	Solyc06g048590.3
MSTRG.13767	Solyc06g048600.3
MSTRG.13768	Solyc06g048610.3
MSTRG.13769	Solyc06g048620.3
MSTRG.13770	Solyc06g048630.3
MSTRG.13773	Solyc06g048700.1
MSTRG.13774	Solyc06g048730.3
MSTRG.13775	Solyc06g048750.3
MSTRG.13776	Solyc06g048770.3
MSTRG.13777	Solyc06g048790.1
MSTRG.13779	Solyc06g048820.1
MSTRG.13780	Solyc06g048850.3
MSTRG.13782	Solyc06g048890.4
MSTRG.13783	Solyc06g048910.2
MSTRG.13784	Solyc06g048920.4
MSTRG.13786	Solyc06g048930.4
MSTRG.13787	Solyc06g048940.4
MSTRG.13788	Solyc06g048950.3
MSTRG.13789	Solyc06g048960.4
MSTRG.13790	Solyc06g048970.3
MSTRG.13791	Solyc06g049020.1
MSTRG.13793	lnc_RNA:Solyc06r030310.1
MSTRG.13794	Solyc06g049040.4
MSTRG.13796	Solyc06g049050.3
MSTRG.13797	Solyc06g049060.3
MSTRG.13799	Solyc06g049070.3
MSTRG.13800	Solyc06g049080.3
MSTRG.13801	Solyc06g049090.3
MSTRG.13803	Solyc06g050120.3
MSTRG.13804	Solyc06g050130.3
MSTRG.13805	Solyc06g050140.1
MSTRG.13807	lnc_RNA:Solyc06r030320.1
MSTRG.13808	Solyc06g050160.4
MSTRG.13809	Solyc06g050170.4
MSTRG.13810	Solyc06g050210.3
MSTRG.13811	lnc_RNA:Solyc06r030330.1
MSTRG.13812	Solyc06g050220.4
MSTRG.13814	lnc_RNA:Solyc06r030340.1
MSTRG.13815	Solyc06g050250.1
MSTRG.13817	Solyc06g050310.3
MSTRG.13818	lnc_RNA:Solyc06r030370.1
MSTRG.13821	Solyc06g050350.3
MSTRG.13822	Solyc06g050360.3
MSTRG.13823	Solyc06g050370.1
MSTRG.13824	Solyc06g050430.3
MSTRG.13825	Solyc06g050440.3
MSTRG.13828	Solyc06g050510.3
MSTRG.13829	Solyc06g050530.3
MSTRG.13831	lnc_RNA:Solyc06r030450.1
MSTRG.13832	Solyc06g050540.1
MSTRG.13833	Solyc06g050550.4
MSTRG.13834	Solyc06g050560.3
MSTRG.13836	Solyc06g050590.3
MSTRG.13837	Solyc06g050620.3
MSTRG.13838	Solyc06g050630.3
MSTRG.13839	Solyc06g050640.1
MSTRG.13841	Solyc06g050710.4
MSTRG.13842	Solyc06g050720.3
MSTRG.13843	Solyc06g050730.4
MSTRG.13844	Solyc06g050760.1
MSTRG.13845	Solyc06g050770.3
MSTRG.13846	Solyc06g050790.3
MSTRG.13847	Solyc06g050800.4
MSTRG.13848	Solyc06g050810.3
MSTRG.13849	Solyc06g150117.1
MSTRG.13851	Solyc06g050840.3
MSTRG.13852	Solyc06g050860.3
MSTRG.13853	lnc_RNA:Solyc06r030510.1
MSTRG.13854	Solyc06g050870.3
MSTRG.13855	Solyc06g050880.3
MSTRG.13856	lnc_RNA:Solyc06r030520.1
MSTRG.13857	Solyc06g050890.1
MSTRG.13858	Solyc06g050900.3
MSTRG.13859	Solyc06g050910.1
MSTRG.13860	Solyc06g050920.4
MSTRG.13861	Solyc06g050930.3
MSTRG.13862	Solyc06g050950.3
MSTRG.13863	Solyc06g050980.3
MSTRG.13864	Solyc06g050990.3
MSTRG.13865	Solyc06g051000.2
MSTRG.13866	Solyc06g051010.1
MSTRG.13867	Solyc06g051020.2
MSTRG.13868	Solyc06g051030.3
MSTRG.13869	Solyc06g051040.4
MSTRG.13871	Solyc06g051060.4
MSTRG.13872	Solyc06g051080.4
MSTRG.13873	Solyc06g051090.3
MSTRG.13874	Solyc06g051100.1
MSTRG.13875	Solyc06g051120.4
MSTRG.13876	Solyc06g051130.1
MSTRG.13877	Solyc06g051160.4
MSTRG.13878	Solyc06g051190.3
MSTRG.13879	Solyc06g051200.3
MSTRG.13880	Solyc06g051210.3
MSTRG.13881	Solyc06g051220.1
MSTRG.13882	Solyc06g051230.4
MSTRG.13883	Solyc06g051250.1
MSTRG.13884	Solyc06g051260.4
MSTRG.13885	lnc_RNA:Solyc06r030600.1
MSTRG.13886	Solyc06g051270.3
MSTRG.13888	Solyc06g051300.3
MSTRG.13889	Solyc06g051310.3
MSTRG.13890	Solyc06g051320.3
MSTRG.13892	Solyc06g051350.4
MSTRG.13893	Solyc06g051360.3
MSTRG.13894	Solyc06g051380.3
MSTRG.13895	Solyc06g051400.3
MSTRG.13896	Solyc06g051410.4
MSTRG.13898	Solyc06g051420.3
MSTRG.13899	Solyc06g051425.1
MSTRG.13901	Solyc06g051460.4
MSTRG.13902	Solyc06g051510.2
MSTRG.13903	Solyc06g051520.3
MSTRG.13904	lnc_RNA:Solyc06r030660.1
MSTRG.13905	Solyc06g051540.4
MSTRG.13906	Solyc06g051550.4
MSTRG.13907	Solyc06g051570.4
MSTRG.13908	Solyc06g051575.1
MSTRG.13911	Solyc06g051650.4
MSTRG.13912	Solyc06g051660.1
MSTRG.13913	Solyc06g051680.1
MSTRG.13914	Solyc06g051720.3
MSTRG.13915	Solyc06g051730.4
MSTRG.13916	Solyc06g051740.1
MSTRG.13917	Solyc06g051750.3
MSTRG.13918	Solyc06g051760.3
MSTRG.13922	Solyc06g051800.3
MSTRG.13924	lnc_RNA:Solyc06r030700.1
MSTRG.13925	lnc_RNA:Solyc06r030710.1
MSTRG.13926	Solyc06g051830.3
MSTRG.13927	Solyc06g051840.1
MSTRG.13929	Solyc06g051900.3
MSTRG.13931	Solyc06g051910.3
MSTRG.13932	Solyc06g051920.4
MSTRG.13933	Solyc06g051930.3
MSTRG.13934	Solyc06g051940.4
MSTRG.13935	Solyc06g051950.4
MSTRG.13936	Solyc06g051960.3
MSTRG.13938	Solyc06g051980.4
MSTRG.13939	Solyc06g051990.4
MSTRG.13940	Solyc06g052000.1
MSTRG.13941	Solyc06g052010.2
MSTRG.13942	Solyc06g052020.2
MSTRG.13943	Solyc06g052030.3
MSTRG.13944	Solyc06g052060.3
MSTRG.13945	Solyc06g052070.3
MSTRG.13946	Solyc06g052080.4
MSTRG.13947	Solyc06g053140.3
MSTRG.13948	Solyc06g053150.1
MSTRG.13950	Solyc06g053160.3
MSTRG.13952	Solyc06g053190.3
MSTRG.13953	Solyc06g053200.3
MSTRG.13954	Solyc06g053210.4
MSTRG.13955	Solyc06g053220.3
MSTRG.13957	Solyc06g053260.1
MSTRG.13958	lnc_RNA:Solyc06r030770.1
MSTRG.13960	lnc_RNA:Solyc06r030780.1
MSTRG.13961	lnc_RNA:Solyc06r030800.1
MSTRG.13962	Solyc06g053290.1
MSTRG.13963	Solyc06g053300.3
MSTRG.13964	Solyc06g053310.3
MSTRG.13965	Solyc06g053320.4
MSTRG.13966	Solyc06g053330.4
MSTRG.13967	Solyc06g053340.3
MSTRG.13968	Solyc06g053350.3
MSTRG.13969	Solyc06g053360.4
MSTRG.13970	Solyc06g053370.3
MSTRG.13971	Solyc06g053380.3
MSTRG.13972	Solyc06g053385.2
MSTRG.13973	lnc_RNA:Solyc06r030820.1
MSTRG.13974	Solyc06g053400.3
MSTRG.13975	Solyc06g053420.4
MSTRG.13976	Solyc06g053430.4
MSTRG.13977	Solyc06g053440.3
MSTRG.13978	Solyc06g053450.4
MSTRG.13979	lnc_RNA:Solyc06r030830.1
MSTRG.13980	Solyc06g053460.3
MSTRG.13981	Solyc06g053470.3
MSTRG.13982	Solyc06g053480.3
MSTRG.13983	Solyc06g053490.4
MSTRG.13984	lnc_RNA:Solyc06r030840.1
MSTRG.13985	Solyc06g053510.3
MSTRG.13986	Solyc06g053520.4
MSTRG.13987	Solyc06g053530.3
MSTRG.13988	Solyc06g053540.3
MSTRG.13989	Solyc06g053550.3
MSTRG.13990	Solyc06g053560.4
MSTRG.13992	Solyc06g053580.2
MSTRG.13993	Solyc06g053600.4
MSTRG.13994	Solyc06g053610.3
MSTRG.13995	Solyc06g053620.4
MSTRG.13996	Solyc06g053630.3
MSTRG.13997	Solyc06g053640.1
MSTRG.13998	Solyc06g053660.3
MSTRG.13999	Solyc06g053670.1
MSTRG.14001	Solyc06g053700.1
MSTRG.14002	Solyc06g053710.3
MSTRG.14003	Solyc06g053730.1
MSTRG.14004	Solyc06g053740.4
MSTRG.14005	lnc_RNA:Solyc06r030860.1
MSTRG.14006	Solyc06g053750.3
MSTRG.14007	Solyc06g053760.3
MSTRG.14008	Solyc06g053770.4
MSTRG.14009	Solyc06g053780.4
MSTRG.14010	Solyc06g053790.3
MSTRG.14013	Solyc06g053810.3
MSTRG.14014	Solyc06g053820.4
MSTRG.14015	Solyc06g053830.3
MSTRG.14017	Solyc06g053840.3
MSTRG.14019	Solyc06g053870.4
MSTRG.14020	Solyc06g053880.1
MSTRG.14021	Solyc06g053890.1
MSTRG.14022	Solyc06g053910.4
MSTRG.14023	Solyc06g053920.4
MSTRG.14024	Solyc06g053930.3
MSTRG.14026	Solyc06g053970.4
MSTRG.14027	Solyc06g053980.3
MSTRG.14028	lnc_RNA:Solyc06r030870.1
MSTRG.14029	Solyc06g054010.3
MSTRG.14030	Solyc06g054020.3
MSTRG.14031	Solyc06g054030.2
MSTRG.14032	Solyc06g054060.1
MSTRG.14033	Solyc06g054070.3
MSTRG.14034	Solyc06g054080.3
MSTRG.14035	Solyc06g054090.2
MSTRG.14036	Solyc06g054100.2
MSTRG.14038	Solyc06g054130.1
MSTRG.14039	Solyc06g054140.4
MSTRG.14040	Solyc06g054150.1
MSTRG.14041	Solyc06g054220.2
MSTRG.14042	Solyc06g054240.3
MSTRG.14043	Solyc06g054250.4
MSTRG.14044	Solyc06g054260.1
MSTRG.14045	Solyc06g054270.3
MSTRG.14046	Solyc06g054280.1
MSTRG.14047	Solyc06g054290.3
MSTRG.14048	Solyc06g054310.1
MSTRG.14049	Solyc06g054320.1
MSTRG.14050	Solyc06g054330.3
MSTRG.14051	Solyc06g054360.2
MSTRG.14052	Solyc06g054370.2
MSTRG.14053	Solyc06g054380.4
MSTRG.14054	Solyc06g054400.3
MSTRG.14055	Solyc06g054410.4
MSTRG.14056	Solyc06g054420.3
MSTRG.14058	Solyc06g054450.3
MSTRG.14059	Solyc06g054460.1
MSTRG.14060	Solyc06g054480.3
MSTRG.14061	Solyc06g054470.1
MSTRG.14062	Solyc06g054490.3
MSTRG.14063	Solyc06g054510.4
MSTRG.14064	Solyc06g054520.2
MSTRG.14065	Solyc06g054530.3
MSTRG.14066	Solyc06g054540.3
MSTRG.14067	Solyc06g054550.3
MSTRG.14068	Solyc06g054560.3
MSTRG.14069	Solyc06g054570.1
MSTRG.14070	Solyc06g054580.4
MSTRG.14071	Solyc06g054590.3
MSTRG.14073	Solyc06g054600.2
MSTRG.14074	Solyc06g054630.3
MSTRG.14076	Solyc06g054640.2
MSTRG.14077	Solyc06g054650.3
MSTRG.14078	lnc_RNA:Solyc06r030910.1
MSTRG.14079	Solyc06g054660.1
MSTRG.14080	Solyc06g054670.2
MSTRG.14081	Solyc06g054680.2
MSTRG.14082	lnc_RNA:Solyc06r030920.1
MSTRG.14083	Solyc06g054685.1
MSTRG.14084	Solyc06g059710.3
MSTRG.14085	Solyc06g059730.3
MSTRG.14086	lnc_RNA:Solyc06r030930.1
MSTRG.14087	Solyc06g059740.4
MSTRG.14089	lnc_RNA:Solyc06r030940.1
MSTRG.14090	Solyc06g059770.2
MSTRG.14094	Solyc06g059840.4
MSTRG.14095	Solyc06g059850.2
MSTRG.14096	Solyc06g059860.3
MSTRG.14097	Solyc06g059870.1
MSTRG.14098	Solyc06g059880.3
MSTRG.14099	Solyc06g059930.4
MSTRG.14102	lnc_RNA:Solyc06r030960.1
MSTRG.14103	Solyc06g059960.4
MSTRG.14104	lnc_RNA:Solyc06r030970.1
MSTRG.14106	Solyc06g059980.3
MSTRG.14107	Solyc06g059990.4
MSTRG.14108	Solyc06g060010.4
MSTRG.14109	Solyc06g060015.1
MSTRG.14110	lnc_RNA:Solyc06r030980.1
MSTRG.14111	Solyc06g060050.1
MSTRG.14112	Solyc06g060060.4
MSTRG.14113	Solyc06g060070.3
MSTRG.14114	Solyc06g060080.2
MSTRG.14115	Solyc06g060090.3
MSTRG.14116	Solyc06g060100.3
MSTRG.14117	Solyc06g060110.3
MSTRG.14118	Solyc06g060120.3
MSTRG.14119	Solyc06g060130.4
MSTRG.14120	Solyc06g060140.4
MSTRG.14121	Solyc06g060150.3
MSTRG.14122	Solyc06g060160.3
MSTRG.14124	Solyc06g060230.3
MSTRG.14125	lnc_RNA:Solyc06r031010.1
MSTRG.14126	Solyc06g060250.3
MSTRG.14127	Solyc06g060260.3
MSTRG.14128	Solyc06g060270.4
MSTRG.14129	Solyc06g060290.4
MSTRG.14130	Solyc06g060300.1
MSTRG.14131	Solyc06g060310.3
MSTRG.14132	Solyc06g060320.4
MSTRG.14133	Solyc06g060340.3
MSTRG.14134	Solyc06g060350.4
MSTRG.14135	Solyc06g060360.3
MSTRG.14136	Solyc06g060370.3
MSTRG.14137	lnc_RNA:Solyc06r031020.1
MSTRG.14139	Solyc06g060400.3
MSTRG.14140	lnc_RNA:Solyc06r031030.1
MSTRG.14141	Solyc06g060410.3
MSTRG.14142	Solyc06g060420.3
MSTRG.14144	Solyc06g060460.3
MSTRG.14145	Solyc06g060470.1
MSTRG.14146	lnc_RNA:Solyc06r031050.1
MSTRG.14147	Solyc06g060480.1
MSTRG.14148	Solyc06g060490.3
MSTRG.14149	Solyc06g060500.1
MSTRG.14152	Solyc06g060510.2
MSTRG.14153	Solyc06g060520.1
MSTRG.14154	Solyc06g060530.1
MSTRG.14155	Solyc06g060540.3
MSTRG.14156	Solyc06g060550.3
MSTRG.14157	Solyc06g060560.3
MSTRG.14158	Solyc06g060570.3
MSTRG.14159	Solyc06g060590.3
MSTRG.14160	Solyc06g060600.3
MSTRG.14161	Solyc06g060610.2
MSTRG.14162	Solyc06g060620.4
MSTRG.14163	lnc_RNA:Solyc06r031060.1
MSTRG.14164	Solyc06g060623.1
MSTRG.14165	lnc_RNA:Solyc06r031070.1
MSTRG.14166	Solyc06g060627.1
MSTRG.14168	Solyc06g060630.1
MSTRG.14169	Solyc06g060670.4
MSTRG.14170	Solyc06g060675.1
MSTRG.14171	lnc_RNA:Solyc06r031090.1
MSTRG.14172	Solyc06g060680.2
MSTRG.14173	Solyc06g060690.3
MSTRG.14174	Solyc06g060700.1
MSTRG.14175	Solyc06g060710.4
MSTRG.14176	lnc_RNA:Solyc06r031100.1
MSTRG.14177	Solyc06g060720.3
MSTRG.14178	lnc_RNA:Solyc06r031110.1
MSTRG.14179	Solyc06g060730.3
MSTRG.14180	lnc_RNA:Solyc06r031120.1
MSTRG.14182	Solyc06g060750.3
MSTRG.14183	lnc_RNA:Solyc06r031130.1
MSTRG.14185	Solyc06g060760.3
MSTRG.14186	Solyc06g060770.3
MSTRG.14187	Solyc06g060780.4
MSTRG.14188	Solyc06g060790.1
MSTRG.14189	Solyc06g060800.4
MSTRG.14190	Solyc06g060810.3
MSTRG.14191	Solyc06g060820.2
MSTRG.14192	Solyc06g060830.3
MSTRG.14193	Solyc06g060840.1
MSTRG.14194	Solyc06g060850.3
MSTRG.14195	Solyc06g060860.2
MSTRG.14196	Solyc06g060880.4
MSTRG.14198	Solyc06g060900.1
MSTRG.14199	Solyc06g060910.2
MSTRG.14200	Solyc06g060920.3
MSTRG.14201	Solyc06g060940.2
MSTRG.14203	Solyc06g060970.2
MSTRG.14204	Solyc06g060990.4
MSTRG.14205	Solyc06g061000.3
MSTRG.14206	lnc_RNA:Solyc06r031150.1
MSTRG.14207	Solyc06g061010.4
MSTRG.14208	Solyc06g061015.1
MSTRG.14209	Solyc06g061020.3
MSTRG.14210	Solyc06g061023.1
MSTRG.14211	Solyc06g061027.1
MSTRG.14212	Solyc06g061030.3
MSTRG.14213	Solyc06g061040.4
MSTRG.14214	Solyc06g061050.4
MSTRG.14216	Solyc06g061070.3
MSTRG.14217	Solyc06g061080.3
MSTRG.14218	Solyc06g061090.3
MSTRG.14220	lnc_RNA:Solyc06r031170.1
MSTRG.14221	Solyc06g061140.3
MSTRG.14222	Solyc06g061150.3
MSTRG.14223	Solyc06g061170.3
MSTRG.14224	lnc_RNA:Solyc06r031180.1
MSTRG.14225	Solyc06g061180.2
MSTRG.14227	Solyc06g061190.1
MSTRG.14229	Solyc06g061200.1
MSTRG.14230	Solyc06g061210.4
MSTRG.14231	lnc_RNA:Solyc06r031200.1
MSTRG.14232	Solyc06g061230.3
MSTRG.14233	Solyc06g061240.4
MSTRG.14234	Solyc06g061250.3
MSTRG.14235	Solyc06g061280.3
MSTRG.14237	Solyc06g062290.1
