gene_id	ref_id
MSTRG.24369	lnc_RNA:Solyc11r053010.1
MSTRG.24370	Solyc11g045125.1
MSTRG.24371	Solyc11g045100.2
MSTRG.24372	Solyc11g045040.2
MSTRG.24373	Solyc11g045030.2
MSTRG.24375	lnc_RNA:Solyc11r053040.1
MSTRG.24376	Solyc11g044940.1
MSTRG.24378	Solyc11g044910.2
MSTRG.24379	Solyc11g044900.2
MSTRG.24380	lnc_RNA:Solyc11r053050.1
MSTRG.24381	Solyc11g044880.3
MSTRG.24382	Solyc11g044870.2
MSTRG.24383	lnc_RNA:Solyc11r053070.1
MSTRG.24384	Solyc11g044800.3
MSTRG.24385	Solyc11g044750.3
MSTRG.24386	Solyc11g044740.2
MSTRG.24389	Solyc11g044560.3
MSTRG.24390	Solyc11g044540.2
MSTRG.24391	Solyc11g044530.2
MSTRG.24393	Solyc11g044520.1
MSTRG.24394	Solyc11g044510.3
MSTRG.24395	Solyc11g044515.1
MSTRG.24397	Solyc11g044480.2
MSTRG.24398	Solyc11g044470.3
MSTRG.24399	Solyc11g044450.3
MSTRG.24400	Solyc11g044360.3
MSTRG.24401	Solyc11g044340.3
MSTRG.24402	Solyc11g044330.3
MSTRG.24403	Solyc11g044320.2
MSTRG.24404	Solyc11g044310.2
MSTRG.24406	Solyc11g044250.3
MSTRG.24407	lnc_RNA:Solyc11r053120.1
MSTRG.24409	Solyc11g044230.3
MSTRG.24411	Solyc11g043190.1
MSTRG.24412	Solyc11g043180.1
MSTRG.24413	Solyc11g043150.2
MSTRG.24415	Solyc11g042990.2
MSTRG.24417	Solyc11g042950.1
MSTRG.24418	Solyc11g042930.2
MSTRG.24419	Solyc11g042920.3
MSTRG.24420	lnc_RNA:Solyc11r053180.1
MSTRG.24421	Solyc11g042890.2
MSTRG.24422	Solyc11g042880.3
MSTRG.24425	Solyc11g042820.2
MSTRG.24427	Solyc11g042710.3
MSTRG.24428	Solyc11g042640.2
MSTRG.24429	Solyc11g042630.3
MSTRG.24430	Solyc11g042620.3
MSTRG.24431	Solyc11g042610.2
MSTRG.24433	Solyc11g042560.1
MSTRG.24438	Solyc11g042520.1
MSTRG.24439	Solyc11g042460.2
MSTRG.24440	Solyc11g042440.1
MSTRG.24441	Solyc11g042430.2
MSTRG.24442	Solyc11g042420.2
MSTRG.24444	lnc_RNA:Solyc11r053300.1
MSTRG.24445	Solyc11g040370.2
MSTRG.24446	Solyc11g040340.3
MSTRG.24447	Solyc11g040330.2
MSTRG.24448	lnc_RNA:Solyc11r053320.1
MSTRG.24449	Solyc11g040300.2
MSTRG.24451	Solyc11g040270.1
MSTRG.24452	Solyc11g040260.2
MSTRG.24455	Solyc11g040223.1
MSTRG.24457	lnc_RNA:Solyc11r053340.1
MSTRG.24459	Solyc11g040150.2
MSTRG.24460	Solyc11g040140.2
MSTRG.24461	Solyc11g040130.2
MSTRG.24462	Solyc11g040120.3
MSTRG.24463	Solyc11g040110.2
MSTRG.24466	Solyc11g040050.3
MSTRG.24467	Solyc11g040040.2
MSTRG.24468	Solyc11g039960.2
MSTRG.24469	Solyc11g039950.3
MSTRG.24470	Solyc11g039910.2
MSTRG.24473	Solyc11g039840.2
MSTRG.24474	Solyc11g039830.2
MSTRG.24475	Solyc11g039740.3
MSTRG.24476	Solyc11g039650.2
MSTRG.24478	lnc_RNA:Solyc11r053460.1
MSTRG.24479	Solyc11g039570.3
MSTRG.24480	lnc_RNA:Solyc11r053530.1
MSTRG.24481	Solyc11g056620.3
MSTRG.24482	Solyc11g056635.1
MSTRG.24483	Solyc11g056640.3
MSTRG.24484	Solyc11g056650.2
MSTRG.24486	lnc_RNA:Solyc11r053540.1
MSTRG.24488	Solyc11g056680.1
MSTRG.24491	Solyc11g061720.1
MSTRG.24493	Solyc11g061760.3
MSTRG.24494	Solyc11g061770.2
MSTRG.24498	Solyc11g061980.2
MSTRG.24501	Solyc11g062010.3
MSTRG.24502	lnc_RNA:Solyc11r053630.1
MSTRG.24503	Solyc11g062020.2
MSTRG.24505	Solyc11g062030.1
MSTRG.24506	Solyc11g062060.3
MSTRG.24507	Solyc11g062070.3
MSTRG.24508	Solyc11g062100.1
MSTRG.24509	Solyc11g062110.1
MSTRG.24510	Solyc11g062130.2
MSTRG.24511	Solyc11g062190.2
MSTRG.24512	Solyc11g150141.1
MSTRG.24514	Solyc11g062210.2
MSTRG.24516	lnc_RNA:Solyc11r053690.1
MSTRG.24517	Solyc11g062230.1
MSTRG.24518	lnc_RNA:Solyc11r053700.1
MSTRG.24519	Solyc11g062260.3
MSTRG.24520	Solyc11g062250.2
MSTRG.24521	Solyc11g062270.2
MSTRG.24522	lnc_RNA:Solyc11r053710.1
MSTRG.24524	Solyc11g062280.2
MSTRG.24525	Solyc11g062290.3
MSTRG.24528	lnc_RNA:Solyc11r053720.1
MSTRG.24530	Solyc11g062350.2
MSTRG.24531	Solyc11g062360.2
MSTRG.24533	Solyc11g062380.1
MSTRG.24534	Solyc11g062400.2
MSTRG.24535	Solyc11g062410.3
MSTRG.24536	Solyc11g062430.2
MSTRG.24538	Solyc11g062440.2
MSTRG.24541	Solyc11g064750.3
MSTRG.24542	Solyc11g064760.1
MSTRG.24543	Solyc11g064770.3
MSTRG.24544	Solyc11g064790.2
MSTRG.24545	Solyc11g064800.3
MSTRG.24546	Solyc11g064830.2
MSTRG.24547	Solyc11g064840.1
MSTRG.24548	Solyc11g064850.2
MSTRG.24549	Solyc11g064880.2
MSTRG.24550	Solyc11g064890.2
MSTRG.24554	Solyc11g064920.2
MSTRG.24555	Solyc11g064930.3
MSTRG.24556	Solyc11g064940.1
MSTRG.24557	Solyc11g064945.1
MSTRG.24558	Solyc11g064950.3
MSTRG.24559	lnc_RNA:Solyc11r053740.1
MSTRG.24561	Solyc11g065000.2
MSTRG.24562	Solyc11g065010.1
MSTRG.24564	Solyc11g065040.2
MSTRG.24565	Solyc11g065070.2
MSTRG.24566	Solyc11g065080.2
MSTRG.24567	Solyc11g065090.2
MSTRG.24568	lnc_RNA:Solyc11r053770.1
MSTRG.24570	Solyc11g065100.3
MSTRG.24571	Solyc11g065110.2
MSTRG.24572	Solyc11g065120.3
MSTRG.24573	Solyc11g150142.1
MSTRG.24574	Solyc11g065160.3
MSTRG.24575	Solyc11g065180.2
MSTRG.24576	Solyc11g065190.3
MSTRG.24578	Solyc11g065210.3
MSTRG.24579	Solyc11g065220.2
MSTRG.24580	Solyc11g065240.2
MSTRG.24581	Solyc11g065250.1
MSTRG.24583	Solyc11g065260.3
MSTRG.24584	Solyc11g065270.2
MSTRG.24585	Solyc11g065320.2
MSTRG.24586	Solyc11g065340.2
MSTRG.24587	Solyc11g065350.2
MSTRG.24588	Solyc11g065360.2
MSTRG.24589	Solyc11g065365.1
MSTRG.24590	Solyc11g065370.3
MSTRG.24591	Solyc11g065380.2
MSTRG.24592	lnc_RNA:Solyc11r053780.1
MSTRG.24594	Solyc11g065440.3
MSTRG.24597	Solyc11g065450.1
MSTRG.24598	Solyc11g065460.1
MSTRG.24600	Solyc11g065470.2
MSTRG.24601	Solyc11g065490.2
MSTRG.24602	Solyc11g065530.1
MSTRG.24604	lnc_RNA:Solyc11r053800.1
MSTRG.24605	Solyc11g065550.1
MSTRG.24606	lnc_RNA:Solyc11r053810.1
MSTRG.24608	Solyc11g065600.2
MSTRG.24609	Solyc11g065610.1
MSTRG.24610	Solyc11g065620.2
MSTRG.24612	Solyc11g065660.2
MSTRG.24613	Solyc11g065670.1
MSTRG.24614	Solyc11g065680.1
MSTRG.24615	Solyc11g065690.3
MSTRG.24616	Solyc11g065700.2
MSTRG.24617	lnc_RNA:Solyc11r053830.1
MSTRG.24618	Solyc11g065720.2
MSTRG.24620	Solyc11g065730.3
MSTRG.24621	Solyc11g065740.2
MSTRG.24622	Solyc11g065750.2
MSTRG.24623	Solyc11g065760.2
MSTRG.24625	Solyc11g065820.3
MSTRG.24626	Solyc11g065830.2
MSTRG.24628	Solyc11g065840.3
MSTRG.24629	Solyc11g065870.3
MSTRG.24630	Solyc11g065880.2
MSTRG.24631	Solyc11g065890.2
MSTRG.24632	Solyc11g065900.2
MSTRG.24634	Solyc11g065930.3
MSTRG.24635	lnc_RNA:Solyc11r053850.1
MSTRG.24636	Solyc11g065940.2
MSTRG.24637	Solyc11g065950.3
MSTRG.24639	Solyc11g065970.3
MSTRG.24640	Solyc11g065990.2
MSTRG.24643	Solyc11g066000.1
MSTRG.24644	Solyc11g066010.2
MSTRG.24645	Solyc11g066020.2
MSTRG.24646	Solyc11g066040.2
MSTRG.24647	Solyc11g066050.1
MSTRG.24648	Solyc11g066060.3
MSTRG.24649	Solyc11g066070.2
MSTRG.24650	Solyc11g066080.2
MSTRG.24651	Solyc11g066090.1
MSTRG.24652	lnc_RNA:Solyc11r053870.1
MSTRG.24653	Solyc11g066100.2
MSTRG.24655	Solyc11g066120.3
MSTRG.24656	Solyc11g066140.2
MSTRG.24657	Solyc11g066150.3
MSTRG.24658	Solyc11g066160.1
MSTRG.24659	Solyc11g066240.3
MSTRG.24660	Solyc11g066250.2
MSTRG.24662	Solyc11g066270.3
MSTRG.24663	Solyc11g066280.3
MSTRG.24664	Solyc11g066290.2
MSTRG.24665	Solyc11g066300.3
MSTRG.24666	Solyc11g066310.2
MSTRG.24667	Solyc11g066320.2
MSTRG.24668	Solyc11g066330.2
MSTRG.24670	Solyc11g066360.2
MSTRG.24671	Solyc11g066370.2
MSTRG.24672	Solyc11g066380.3
MSTRG.24673	Solyc11g066390.2
MSTRG.24674	Solyc11g066400.1
MSTRG.24676	Solyc11g066410.2
MSTRG.24677	Solyc11g066420.1
MSTRG.24678	Solyc11g066430.2
MSTRG.24679	Solyc11g066440.2
MSTRG.24680	Solyc11g066450.2
MSTRG.24681	Solyc11g066460.1
MSTRG.24683	Solyc11g066470.1
MSTRG.24684	Solyc11g066480.2
MSTRG.24685	lnc_RNA:Solyc11r053920.1
MSTRG.24686	Solyc11g066490.1
MSTRG.24687	Solyc11g066500.2
MSTRG.24688	Solyc11g066510.3
MSTRG.24689	Solyc11g066520.3
MSTRG.24690	Solyc11g066540.2
MSTRG.24691	Solyc11g066530.3
MSTRG.24692	Solyc11g066560.3
MSTRG.24693	Solyc11g066570.1
MSTRG.24694	lnc_RNA:Solyc11r053940.1
MSTRG.24695	Solyc11g066580.3
MSTRG.24696	Solyc11g066590.2
MSTRG.24697	Solyc11g066600.2
MSTRG.24698	Solyc11g066610.2
MSTRG.24699	Solyc11g066620.2
MSTRG.24700	Solyc11g066630.2
MSTRG.24701	Solyc11g066640.1
MSTRG.24702	Solyc11g066650.3
MSTRG.24703	Solyc11g066660.3
MSTRG.24704	lnc_RNA:Solyc11r053950.1
MSTRG.24705	Solyc11g066670.1
MSTRG.24706	Solyc11g066680.1
MSTRG.24707	Solyc11g066685.1
MSTRG.24708	Solyc11g066690.2
MSTRG.24709	Solyc11g066700.2
MSTRG.24710	Solyc11g066720.3
MSTRG.24711	lnc_RNA:Solyc11r053960.1
MSTRG.24712	Solyc11g066730.2
MSTRG.24713	Solyc11g066740.2
MSTRG.24714	lnc_RNA:Solyc11r053970.1
MSTRG.24715	Solyc11g066770.3
MSTRG.24716	Solyc11g066780.3
MSTRG.24717	Solyc11g066790.2
MSTRG.24718	Solyc11g066800.2
MSTRG.24719	Solyc11g066820.2
MSTRG.24720	Solyc11g066830.2
MSTRG.24721	lnc_RNA:Solyc11r053980.1
MSTRG.24722	Solyc11g066840.3
MSTRG.24723	Solyc11g066850.3
MSTRG.24724	Solyc11g066860.2
MSTRG.24725	Solyc11g066870.3
MSTRG.24726	Solyc11g066880.2
MSTRG.24727	Solyc11g066890.1
MSTRG.24728	Solyc11g066900.2
MSTRG.24729	Solyc11g066910.3
MSTRG.24730	Solyc11g066920.1
MSTRG.24731	Solyc11g066930.1
MSTRG.24732	Solyc11g066940.2
MSTRG.24733	Solyc11g066950.2
MSTRG.24734	Solyc11g066960.3
MSTRG.24735	Solyc11g066970.3
MSTRG.24736	Solyc11g066990.2
MSTRG.24737	Solyc11g067000.3
MSTRG.24739	Solyc11g067010.2
MSTRG.24740	Solyc11g067020.3
MSTRG.24742	Solyc11g067050.4
MSTRG.24743	Solyc11g067060.3
MSTRG.24744	Solyc11g067070.1
MSTRG.24745	Solyc11g067080.3
MSTRG.24746	Solyc11g067090.2
MSTRG.24747	Solyc11g067100.2
MSTRG.24749	Solyc11g067150.2
MSTRG.24750	Solyc11g067160.2
MSTRG.24751	Solyc11g067170.3
MSTRG.24752	lnc_RNA:Solyc11r054010.1
MSTRG.24753	Solyc11g067180.2
MSTRG.24754	Solyc11g067190.3
MSTRG.24755	Solyc11g067200.2
MSTRG.24756	Solyc11g067210.1
MSTRG.24757	Solyc11g067220.2
MSTRG.24758	lnc_RNA:Solyc11r054020.1
MSTRG.24759	Solyc11g067230.2
MSTRG.24760	lnc_RNA:Solyc11r054030.1
MSTRG.24761	Solyc11g067240.2
MSTRG.24762	Solyc11g067260.3
MSTRG.24763	Solyc11g067270.1
MSTRG.24764	Solyc11g067280.2
MSTRG.24765	Solyc11g067290.1
MSTRG.24766	Solyc11g067300.2
MSTRG.24767	lnc_RNA:Solyc11r054040.1
MSTRG.24768	Solyc11g067310.3
MSTRG.24769	Solyc11g067320.1
MSTRG.24770	lnc_RNA:Solyc11r054050.1
MSTRG.24771	Solyc11g067330.1
MSTRG.24772	Solyc11g067340.1
MSTRG.24775	Solyc11g067343.1
MSTRG.24776	lnc_RNA:Solyc11r054070.1
MSTRG.24777	Solyc11g068360.1
MSTRG.24778	Solyc11g068370.3
MSTRG.24779	Solyc11g068380.1
MSTRG.24780	Solyc11g068400.2
MSTRG.24781	Solyc11g068420.2
MSTRG.24782	lnc_RNA:Solyc11r054080.1
MSTRG.24783	Solyc11g068430.3
MSTRG.24784	Solyc11g068440.2
MSTRG.24785	Solyc11g068450.2
MSTRG.24786	Solyc11g068460.2
MSTRG.24787	Solyc11g068470.3
MSTRG.24788	Solyc11g068480.2
MSTRG.24789	Solyc11g068490.1
MSTRG.24790	Solyc11g068500.2
MSTRG.24791	Solyc11g068510.2
MSTRG.24792	Solyc11g068515.1
MSTRG.24793	lnc_RNA:Solyc11r054090.1
MSTRG.24794	Solyc11g068520.3
MSTRG.24795	Solyc11g068540.2
MSTRG.24796	Solyc11g068530.1
MSTRG.24797	Solyc11g068550.1
MSTRG.24798	Solyc11g068560.2
MSTRG.24799	Solyc11g068570.1
MSTRG.24800	Solyc11g068580.1
MSTRG.24801	Solyc11g068610.2
MSTRG.24802	Solyc11g068620.2
MSTRG.24803	Solyc11g068625.1
MSTRG.24804	Solyc11g068640.2
MSTRG.24805	Solyc11g068650.2
MSTRG.24806	Solyc11g068660.2
MSTRG.24808	Solyc11g068690.2
MSTRG.24809	Solyc11g068700.2
MSTRG.24810	Solyc11g068710.3
MSTRG.24811	Solyc11g068720.2
MSTRG.24812	Solyc11g068730.2
MSTRG.24813	Solyc11g068740.2
MSTRG.24815	Solyc11g068760.2
MSTRG.24817	Solyc11g068770.1
MSTRG.24818	Solyc11g068780.1
MSTRG.24819	Solyc11g068790.2
MSTRG.24820	Solyc11g068800.2
MSTRG.24821	Solyc11g068810.2
MSTRG.24822	Solyc11g068820.3
MSTRG.24823	Solyc11g068830.2
MSTRG.24824	lnc_RNA:Solyc11r054100.1
MSTRG.24826	Solyc11g068890.2
MSTRG.24828	Solyc11g068897.1
MSTRG.24829	Solyc11g068920.1
MSTRG.24830	Solyc11g068930.3
MSTRG.24831	Solyc11g068940.1
MSTRG.24832	Solyc11g068950.3
MSTRG.24833	Solyc11g068960.2
MSTRG.24834	Solyc11g068980.2
MSTRG.24835	Solyc11g068990.3
MSTRG.24836	Solyc11g069000.2
MSTRG.24837	Solyc11g069010.2
MSTRG.24838	Solyc11g069020.3
MSTRG.24839	Solyc11g069030.3
MSTRG.24840	Solyc11g069040.3
MSTRG.24841	Solyc11g069050.2
MSTRG.24842	Solyc11g069070.3
MSTRG.24843	Solyc11g069080.3
MSTRG.24844	Solyc11g069090.2
MSTRG.24845	lnc_RNA:Solyc11r054130.1
MSTRG.24846	Solyc11g069093.1
MSTRG.24849	Solyc11g069110.2
MSTRG.24850	Solyc11g069115.1
MSTRG.24851	Solyc11g069120.1
MSTRG.24853	lnc_RNA:Solyc11r054150.1
MSTRG.24854	lnc_RNA:Solyc11r054160.1
MSTRG.24855	Solyc11g069150.3
MSTRG.24856	Solyc11g069160.3
MSTRG.24857	Solyc11g069170.2
MSTRG.24858	Solyc11g069180.2
MSTRG.24859	Solyc11g069190.2
MSTRG.24860	Solyc11g069220.2
MSTRG.24861	Solyc11g069230.3
MSTRG.24862	Solyc11g069240.2
MSTRG.24863	Solyc11g069250.2
MSTRG.24864	Solyc11g069260.2
MSTRG.24865	Solyc11g069270.2
MSTRG.24866	Solyc11g069280.2
MSTRG.24867	Solyc11g069290.2
MSTRG.24868	Solyc11g069300.2
MSTRG.24869	Solyc11g069320.1
MSTRG.24870	Solyc11g069330.1
MSTRG.24871	Solyc11g069340.2
MSTRG.24873	Solyc11g069370.3
MSTRG.24874	Solyc11g069380.2
MSTRG.24875	Solyc11g069390.1
MSTRG.24876	Solyc11g069400.2
MSTRG.24877	Solyc11g069410.2
MSTRG.24878	lnc_RNA:Solyc11r054170.1
MSTRG.24879	Solyc11g069420.2
MSTRG.24880	lnc_RNA:Solyc11r054180.1
MSTRG.24881	Solyc11g069430.2
MSTRG.24882	Solyc11g069440.1
MSTRG.24883	Solyc11g069450.1
MSTRG.24884	Solyc11g069460.2
MSTRG.24885	lnc_RNA:Solyc11r054190.1
MSTRG.24886	lnc_RNA:Solyc11r054200.1
MSTRG.24887	Solyc11g069470.3
MSTRG.24888	Solyc11g069480.2
MSTRG.24889	Solyc11g069490.3
MSTRG.24890	Solyc11g069500.2
MSTRG.24892	Solyc11g069530.2
MSTRG.24893	Solyc11g069540.3
MSTRG.24894	Solyc11g069550.1
MSTRG.24895	Solyc11g069560.2
MSTRG.24896	Solyc11g069570.2
MSTRG.24897	Solyc11g069580.2
MSTRG.24898	Solyc11g069590.2
MSTRG.24899	Solyc11g069600.2
MSTRG.24900	Solyc11g069610.3
MSTRG.24902	Solyc11g069630.1
MSTRG.24903	Solyc11g069640.2
MSTRG.24904	lnc_RNA:Solyc11r054210.1
MSTRG.24907	Solyc11g069680.1
MSTRG.24908	Solyc11g069690.3
MSTRG.24909	Solyc11g069700.2
MSTRG.24910	Solyc11g069710.2
MSTRG.24911	Solyc11g069720.2
MSTRG.24912	lnc_RNA:Solyc11r054220.1
MSTRG.24913	lnc_RNA:Solyc11r054230.1
MSTRG.24914	Solyc11g069730.1
MSTRG.24915	Solyc11g069735.1
MSTRG.24916	Solyc11g069750.3
MSTRG.24918	Solyc11g069760.1
MSTRG.24919	Solyc11g069765.1
MSTRG.24920	Solyc11g069770.2
MSTRG.24921	Solyc11g069780.3
MSTRG.24922	Solyc11g069790.2
MSTRG.24923	Solyc11g069800.1
MSTRG.24924	Solyc11g069810.3
MSTRG.24925	Solyc11g069820.3
MSTRG.24926	Solyc11g069830.2
MSTRG.24927	Solyc11g069840.3
MSTRG.24928	Solyc11g069860.3
MSTRG.24929	Solyc11g069880.1
MSTRG.24930	Solyc11g069890.3
MSTRG.24931	Solyc11g069900.3
MSTRG.24932	Solyc11g069910.2
MSTRG.24933	lnc_RNA:Solyc11r054240.1
MSTRG.24934	Solyc11g069920.1
MSTRG.24935	Solyc11g069930.3
MSTRG.24936	Solyc11g069940.1
MSTRG.24937	Solyc11g069950.2
MSTRG.24938	Solyc11g069960.2
MSTRG.24939	Solyc11g069970.1
MSTRG.24940	Solyc11g069990.2
MSTRG.24941	Solyc11g070010.3
MSTRG.24942	Solyc11g070020.3
MSTRG.24943	Solyc11g070030.2
MSTRG.24944	Solyc11g070040.3
MSTRG.24945	Solyc11g070050.2
MSTRG.24946	Solyc11g070060.2
MSTRG.24947	Solyc11g070070.3
MSTRG.24948	Solyc11g070100.2
MSTRG.24949	Solyc11g070110.3
MSTRG.24950	Solyc11g070120.2
MSTRG.24951	Solyc11g070130.2
MSTRG.24952	Solyc11g070140.2
MSTRG.24953	Solyc11g070150.2
MSTRG.24954	Solyc11g070160.2
MSTRG.24955	Solyc11g070170.2
MSTRG.24957	Solyc11g070180.1
MSTRG.24959	Solyc11g070187.1
MSTRG.24960	Solyc11g071190.3
MSTRG.24961	Solyc11g071200.3
MSTRG.24962	Solyc11g071210.3
MSTRG.24963	Solyc11g071220.2
MSTRG.24964	Solyc11g071227.1
MSTRG.24965	Solyc11g071230.2
MSTRG.24966	Solyc11g071240.2
MSTRG.24967	Solyc11g071250.3
MSTRG.24968	Solyc11g071260.2
MSTRG.24969	Solyc11g071270.2
MSTRG.24970	Solyc11g071280.2
MSTRG.24971	Solyc11g071290.2
MSTRG.24972	Solyc11g071300.2
MSTRG.24973	Solyc11g071295.1
MSTRG.24974	Solyc11g071320.2
MSTRG.24975	Solyc11g071330.3
MSTRG.24976	lnc_RNA:Solyc11r054260.1
MSTRG.24977	lnc_RNA:Solyc11r054270.1
MSTRG.24978	Solyc11g071340.3
MSTRG.24979	Solyc11g071350.1
MSTRG.24980	Solyc11g071370.1
MSTRG.24981	Solyc11g071380.1
MSTRG.24982	Solyc11g071390.1
MSTRG.24983	Solyc11g071400.1
MSTRG.24987	Solyc11g071420.3
MSTRG.24989	Solyc11g071440.2
MSTRG.24990	Solyc11g071460.2
MSTRG.24991	Solyc11g071470.1
MSTRG.24992	Solyc11g071480.1
MSTRG.24993	Solyc11g071490.2
MSTRG.24994	lnc_RNA:Solyc11r054290.1
MSTRG.24995	Solyc11g071500.3
MSTRG.24996	Solyc11g071510.3
MSTRG.24997	Solyc11g071520.2
MSTRG.24998	Solyc11g071530.1
MSTRG.25000	Solyc11g071550.2
MSTRG.25001	Solyc11g071560.2
MSTRG.25002	Solyc11g071570.3
MSTRG.25003	Solyc11g071580.2
MSTRG.25005	lnc_RNA:Solyc11r054310.1
MSTRG.25006	Solyc11g071610.2
MSTRG.25007	lnc_RNA:Solyc11r054330.1
MSTRG.25008	Solyc11g071620.3
MSTRG.25010	Solyc11g071640.3
MSTRG.25011	Solyc11g071650.3
MSTRG.25012	Solyc11g071660.1
MSTRG.25013	Solyc11g071670.2
MSTRG.25014	lnc_RNA:Solyc11r054340.1
MSTRG.25015	Solyc11g071680.2
MSTRG.25016	Solyc11g071690.3
MSTRG.25018	Solyc11g071730.3
MSTRG.25019	Solyc11g071740.2
MSTRG.25021	Solyc11g071770.1
MSTRG.25022	Solyc11g071780.1
MSTRG.25024	Solyc11g071810.2
MSTRG.25025	Solyc11g071820.3
MSTRG.25026	lnc_RNA:Solyc11r054350.1
MSTRG.25027	Solyc11g071830.2
MSTRG.25028	Solyc11g071840.2
MSTRG.25029	Solyc11g071850.1
MSTRG.25030	Solyc11g071860.2
MSTRG.25031	Solyc11g071870.2
MSTRG.25032	Solyc11g071890.3
MSTRG.25033	Solyc11g071910.2
MSTRG.25034	Solyc11g071920.3
MSTRG.25035	lnc_RNA:Solyc11r054360.1
MSTRG.25036	Solyc11g071930.2
MSTRG.25038	Solyc11g071960.2
MSTRG.25039	Solyc11g071970.2
MSTRG.25040	lnc_RNA:Solyc11r054370.1
MSTRG.25041	Solyc11g071990.2
MSTRG.25042	lnc_RNA:Solyc11r054380.1
MSTRG.25043	Solyc11g072000.2
MSTRG.25044	Solyc11g072010.3
MSTRG.25045	Solyc11g072030.3
MSTRG.25046	Solyc11g072040.2
MSTRG.25047	Solyc11g072050.1
MSTRG.25048	lnc_RNA:Solyc11r054390.1
MSTRG.25049	Solyc11g072070.3
MSTRG.25050	Solyc11g072080.1
MSTRG.25051	Solyc11g072090.2
MSTRG.25052	Solyc11g072100.2
MSTRG.25053	Solyc11g072110.2
MSTRG.25054	lnc_RNA:Solyc11r054400.1
MSTRG.25055	Solyc11g072120.2
MSTRG.25056	Solyc11g072130.2
MSTRG.25057	Solyc11g072140.3
MSTRG.25058	Solyc11g072150.3
MSTRG.25059	Solyc11g072160.3
MSTRG.25060	lnc_RNA:Solyc11r054410.1
MSTRG.25061	Solyc11g072170.2
MSTRG.25062	Solyc11g072180.3
MSTRG.25063	Solyc11g072190.2
MSTRG.25064	Solyc11g072200.2
MSTRG.25065	Solyc11g072220.2
MSTRG.25066	Solyc11g072230.1
MSTRG.25067	Solyc11g072240.2
MSTRG.25068	lnc_RNA:Solyc11r054420.1
MSTRG.25069	Solyc11g072260.2
MSTRG.25070	Solyc11g072270.3
MSTRG.25073	Solyc11g072300.2
MSTRG.25074	Solyc11g072310.2
MSTRG.25075	Solyc11g072320.3
MSTRG.25076	Solyc11g072330.2
MSTRG.25077	Solyc11g072340.2
MSTRG.25078	Solyc11g072380.2
MSTRG.25079	Solyc11g072390.2
MSTRG.25080	Solyc11g072400.3
MSTRG.25081	Solyc11g072410.2
MSTRG.25082	Solyc11g072430.3
MSTRG.25083	Solyc11g072440.2
MSTRG.25084	Solyc11g072450.2
MSTRG.25085	Solyc11g072460.2
MSTRG.25086	Solyc11g072470.3
MSTRG.25087	Solyc11g072480.2
MSTRG.25088	Solyc11g072490.2
MSTRG.25089	Solyc11g072500.2
MSTRG.25090	Solyc11g072510.3
MSTRG.25091	Solyc11g072520.3
MSTRG.25092	Solyc11g072530.2
MSTRG.25093	lnc_RNA:Solyc11r054430.1
MSTRG.25094	Solyc11g072540.3
MSTRG.25095	Solyc11g072550.2
MSTRG.25096	Solyc11g072560.3
MSTRG.25097	Solyc11g072570.2
MSTRG.25098	Solyc11g072580.2
MSTRG.25099	Solyc11g072590.3
MSTRG.25100	lnc_RNA:Solyc11r054440.1
MSTRG.25101	Solyc11g072600.3
MSTRG.25102	lnc_RNA:Solyc11r054450.1
MSTRG.25103	Solyc11g072605.1
MSTRG.25105	Solyc11g072610.3
MSTRG.25106	Solyc11g072620.1
MSTRG.25107	Solyc11g072623.1
MSTRG.25108	Solyc11g072627.1
MSTRG.25109	Solyc11g072630.2
MSTRG.25110	Solyc11g072640.3
MSTRG.25112	Solyc11g072690.2
MSTRG.25113	Solyc11g072710.3
MSTRG.25114	lnc_RNA:Solyc11r054460.1
MSTRG.25115	Solyc11g072720.2
MSTRG.25116	Solyc11g072730.2
MSTRG.25117	Solyc11g072740.1
MSTRG.25118	Solyc11g072750.3
MSTRG.25119	Solyc11g072760.1
MSTRG.25120	Solyc11g072765.1
MSTRG.25121	Solyc11g072800.3
MSTRG.25122	Solyc11g072810.2
MSTRG.25124	Solyc11g072830.1
MSTRG.25125	Solyc11g072840.1
MSTRG.25127	Solyc11g072850.2
MSTRG.25128	Solyc11g072860.2
MSTRG.25129	Solyc11g072880.2
MSTRG.25130	lnc_RNA:Solyc11r054470.1
MSTRG.25131	Solyc11g072890.1
MSTRG.25133	Solyc11g072920.2
MSTRG.25134	Solyc11g072930.3
MSTRG.25135	Solyc11g072940.2
MSTRG.25136	Solyc11g072950.3
MSTRG.25137	Solyc11g072960.1
MSTRG.25138	Solyc11g072970.2
MSTRG.25139	Solyc11g072980.1
MSTRG.25140	Solyc11g072990.1
MSTRG.25141	Solyc11g073000.1
MSTRG.25142	Solyc11g073010.1
MSTRG.25143	Solyc11g073020.3
MSTRG.25144	Solyc11g073030.1
MSTRG.25145	Solyc11g073040.1
MSTRG.25147	Solyc11g073050.2
MSTRG.25148	Solyc11g073055.1
MSTRG.25149	Solyc11g073060.3
MSTRG.25153	Solyc11g073110.2
MSTRG.25154	Solyc11g073120.2
MSTRG.25155	Solyc11g073130.2
MSTRG.25156	Solyc11g073140.2
MSTRG.25157	Solyc11g073150.1
MSTRG.25158	Solyc11g073160.3
MSTRG.25159	Solyc11g073170.1
MSTRG.25160	Solyc11g073180.2
