"transcript_id"	"gene_id"
"MSTRG.14717.3"	"MSTRG.14717"
"MSTRG.14717.4"	"MSTRG.14717"
"MSTRG.14717.5"	"MSTRG.14717"
"Solyc06g069690.4.1"	"MSTRG.14717"
"MSTRG.14718.1"	"MSTRG.14718"
"Solyc06g069700.4.1"	"MSTRG.14718"
"Solyc06g069710.3.1"	"MSTRG.14719"
"MSTRG.14720.1"	"MSTRG.14720"
"lnc_RNA:Solyc06r031810.1.1"	"MSTRG.14720"
"MSTRG.14720.3"	"MSTRG.14720"
"Solyc06g069720.4.1"	"MSTRG.14721"
"MSTRG.14720.4"	"MSTRG.14720"
"MSTRG.14720.5"	"MSTRG.14720"
"Solyc06g069730.3.1"	"MSTRG.14722"
"Solyc06g069740.1.1"	"MSTRG.14723"
"Solyc06g069760.3.1"	"MSTRG.14724"
"Solyc06g069770.3.1"	"MSTRG.14725"
"Solyc06g069780.4.1"	"MSTRG.14726"
"MSTRG.14726.2"	"MSTRG.14726"
"MSTRG.14726.3"	"MSTRG.14726"
"Solyc06g069790.4.1"	"MSTRG.14727"
"Solyc06g069800.2.1"	"Solyc06g069800.2"
"lnc_RNA:Solyc06r031820.1.1"	"lnc_RNA:Solyc06r031820.1"
"Solyc06g069810.1.1"	"Solyc06g069810.1"
"Solyc06g069820.4.1"	"MSTRG.14728"
"MSTRG.14728.2"	"MSTRG.14728"
"lnc_RNA:Solyc06r031830.1.1"	"MSTRG.14729"
"MSTRG.14730.1"	"MSTRG.14730"
"Solyc06g069850.3.1"	"MSTRG.14731"
"Solyc06g069860.4.1"	"MSTRG.14732"
"Solyc06g069870.3.1"	"Solyc06g069870.3"
"Solyc06g069880.1.1"	"MSTRG.14733"
"Solyc06g069890.4.1"	"MSTRG.14734"
"MSTRG.14734.2"	"MSTRG.14734"
"MSTRG.14734.3"	"MSTRG.14734"
"MSTRG.14734.4"	"MSTRG.14734"
"MSTRG.14734.5"	"MSTRG.14734"
"Solyc06g069900.3.1"	"MSTRG.14734"
"MSTRG.14735.1"	"MSTRG.14735"
"Solyc06g070900.3.1"	"MSTRG.14735"
"Solyc06g070910.3.1"	"MSTRG.14736"
"Solyc06g070920.3.1"	"MSTRG.14737"
"Solyc06g070930.3.1"	"MSTRG.14738"
"Solyc06g070940.4.1"	"Solyc06g070940.4"
"Solyc06g070950.2.1"	"Solyc06g070950.2"
"Solyc06g070960.3.1"	"Solyc06g070960.3"
"Solyc06g070970.3.1"	"MSTRG.14739"
"Solyc06g070980.3.1"	"MSTRG.14740"
"MSTRG.14741.1"	"MSTRG.14741"
"Solyc06g070990.3.1"	"MSTRG.14741"
"Solyc06g071000.3.1"	"MSTRG.14742"
"MSTRG.14742.2"	"MSTRG.14742"
"Solyc06g071010.4.1"	"MSTRG.14743"
"Solyc06g071020.3.1"	"MSTRG.14744"
"MSTRG.14744.2"	"MSTRG.14744"
"MSTRG.14745.1"	"MSTRG.14745"
"MSTRG.14745.2"	"MSTRG.14745"
"MSTRG.14745.3"	"MSTRG.14745"
"MSTRG.14745.5"	"MSTRG.14745"
"MSTRG.14745.4"	"MSTRG.14745"
"MSTRG.14745.6"	"MSTRG.14745"
"MSTRG.14745.7"	"MSTRG.14745"
"Solyc06g071030.3.1"	"MSTRG.14745"
"MSTRG.14745.9"	"MSTRG.14745"
"MSTRG.14745.10"	"MSTRG.14745"
"MSTRG.14745.11"	"MSTRG.14745"
"MSTRG.14745.12"	"MSTRG.14745"
"Solyc06g071040.4.1"	"MSTRG.14745"
"MSTRG.14746.1"	"MSTRG.14746"
"Solyc06g071050.4.1"	"MSTRG.14746"
"lnc_RNA:Solyc06r031840.1.1"	"MSTRG.14747"
"Solyc06g071060.1.1"	"MSTRG.14748"
"Solyc06g071070.1.1"	"MSTRG.14749"
"MSTRG.14750.1"	"MSTRG.14750"
"MSTRG.14750.2"	"MSTRG.14750"
"Solyc06g071090.3.1"	"MSTRG.14751"
"Solyc06g071100.4.1"	"MSTRG.14752"
"MSTRG.14752.2"	"MSTRG.14752"
"MSTRG.14752.3"	"MSTRG.14752"
"Solyc06g071110.3.1"	"MSTRG.14753"
"MSTRG.14754.1"	"MSTRG.14754"
"Solyc06g071120.3.1"	"MSTRG.14754"
"MSTRG.14755.1"	"MSTRG.14755"
"MSTRG.14755.2"	"MSTRG.14755"
"Solyc06g071130.3.1"	"MSTRG.14755"
"Solyc06g071140.3.1"	"MSTRG.14756"
"MSTRG.14757.1"	"MSTRG.14757"
"MSTRG.14757.2"	"MSTRG.14757"
"Solyc06g071150.4.1"	"MSTRG.14757"
"MSTRG.14758.1"	"MSTRG.14758"
"Solyc06g071160.3.1"	"MSTRG.14758"
"Solyc06g071170.4.1"	"MSTRG.14759"
"MSTRG.14759.2"	"MSTRG.14759"
"lnc_RNA:Solyc06r031850.1.1"	"MSTRG.14760"
"Solyc06g071180.3.1"	"MSTRG.14761"
"Solyc06g071190.4.1"	"Solyc06g071190.4"
"MSTRG.14762.1"	"MSTRG.14762"
"Solyc06g071200.3.1"	"MSTRG.14762"
"Solyc06g071210.3.1"	"MSTRG.14763"
"MSTRG.14764.1"	"MSTRG.14764"
"Solyc06g071220.1.1"	"MSTRG.14764"
"Solyc06g071230.3.1"	"MSTRG.14765"
"Solyc06g071240.3.1"	"Solyc06g071240.3"
"MSTRG.14766.1"	"MSTRG.14766"
"Solyc06g071250.4.1"	"MSTRG.14766"
"Solyc06g071260.4.1"	"MSTRG.14767"
"MSTRG.14768.1"	"MSTRG.14768"
"Solyc06g071270.3.1"	"MSTRG.14768"
"MSTRG.14769.1"	"MSTRG.14769"
"MSTRG.14769.2"	"MSTRG.14769"
"MSTRG.14769.3"	"MSTRG.14769"
"MSTRG.14769.4"	"MSTRG.14769"
"MSTRG.14769.5"	"MSTRG.14769"
"Solyc06g071280.4.1"	"MSTRG.14769"
"MSTRG.14769.6"	"MSTRG.14769"
"MSTRG.14769.7"	"MSTRG.14769"
"MSTRG.14769.8"	"MSTRG.14769"
"MSTRG.14769.10"	"MSTRG.14769"
"Solyc06g071290.3.1"	"MSTRG.14769"
"Solyc06g071300.1.1"	"MSTRG.14770"
"Solyc06g071310.4.1"	"MSTRG.14771"
"MSTRG.14772.1"	"MSTRG.14772"
"Solyc06g071320.3.1"	"MSTRG.14772"
"Solyc06g071330.4.1"	"MSTRG.14773"
"MSTRG.14773.2"	"MSTRG.14773"
"MSTRG.14773.3"	"MSTRG.14773"
"MSTRG.14774.1"	"MSTRG.14774"
"MSTRG.14774.2"	"MSTRG.14774"
"Solyc06g071335.1.1"	"MSTRG.14774"
"Solyc06g071340.1.1"	"MSTRG.14774"
"MSTRG.14775.1"	"MSTRG.14775"
"MSTRG.14775.2"	"MSTRG.14775"
"MSTRG.14775.3"	"MSTRG.14775"
"Solyc06g071350.4.1"	"MSTRG.14775"
"Solyc06g071370.1.1"	"MSTRG.14776"
"Solyc06g071380.3.1"	"MSTRG.14775"
"Solyc06g071390.3.1"	"MSTRG.14777"
"MSTRG.14777.2"	"MSTRG.14777"
"lnc_RNA:Solyc06r031860.1.1"	"MSTRG.14778"
"Solyc06g071400.3.1"	"MSTRG.14779"
"MSTRG.14780.1"	"MSTRG.14780"
"Solyc06g071410.3.1"	"MSTRG.14780"
"MSTRG.14780.3"	"MSTRG.14780"
"Solyc06g071420.3.1"	"MSTRG.14781"
"MSTRG.14781.2"	"MSTRG.14781"
"MSTRG.14781.3"	"MSTRG.14781"
"Solyc06g071430.3.1"	"MSTRG.14782"
"lnc_RNA:Solyc06r031870.1.1"	"MSTRG.14783"
"Solyc06g071440.4.1"	"MSTRG.14784"
"Solyc06g071450.4.1"	"MSTRG.14785"
"Solyc06g071460.3.1"	"MSTRG.14786"
"MSTRG.14786.2"	"MSTRG.14786"
"MSTRG.14786.3"	"MSTRG.14786"
"MSTRG.14786.4"	"MSTRG.14786"
"MSTRG.14786.5"	"MSTRG.14786"
"Solyc06g071470.4.1"	"MSTRG.14787"
"MSTRG.14787.2"	"MSTRG.14787"
"Solyc06g071475.1.1"	"MSTRG.14788"
"MSTRG.14788.2"	"MSTRG.14788"
"Solyc06g071480.3.1"	"MSTRG.14789"
"MSTRG.14790.1"	"MSTRG.14790"
"MSTRG.14791.1"	"MSTRG.14791"
"lnc_RNA:Solyc06r031880.1.1"	"MSTRG.14791"
"Solyc06g071490.3.1"	"MSTRG.14790"
"MSTRG.14792.1"	"MSTRG.14792"
"Solyc06g071500.3.1"	"MSTRG.14792"
"Solyc06g071510.3.1"	"MSTRG.14793"
"Solyc06g071520.1.1"	"Solyc06g071520.1"
"Solyc06g071530.4.1"	"MSTRG.14794"
"lnc_RNA:Solyc06r031890.1.1"	"MSTRG.14795"
"Solyc06g071540.3.1"	"MSTRG.14796"
"Solyc06g071550.3.1"	"MSTRG.14797"
"Solyc06g071560.3.1"	"MSTRG.14798"
"Solyc06g071570.3.1"	"MSTRG.14799"
"MSTRG.14800.1"	"MSTRG.14800"
"MSTRG.14800.2"	"MSTRG.14800"
"MSTRG.14800.3"	"MSTRG.14800"
"MSTRG.14800.4"	"MSTRG.14800"
"MSTRG.14800.5"	"MSTRG.14800"
"MSTRG.14800.6"	"MSTRG.14800"
"MSTRG.14800.7"	"MSTRG.14800"
"MSTRG.14800.8"	"MSTRG.14800"
"Solyc06g071580.3.1"	"MSTRG.14800"
"MSTRG.14801.1"	"MSTRG.14801"
"Solyc06g071590.3.1"	"MSTRG.14802"
"MSTRG.14803.1"	"MSTRG.14803"
"Solyc06g071600.3.1"	"MSTRG.14803"
"MSTRG.14803.3"	"MSTRG.14803"
"MSTRG.14803.4"	"MSTRG.14803"
"Solyc06g071610.3.1"	"MSTRG.14804"
"MSTRG.14805.1"	"MSTRG.14805"
"lnc_RNA:Solyc06r031900.1.1"	"MSTRG.14806"
"Solyc06g071620.3.1"	"MSTRG.14805"
"MSTRG.14805.3"	"MSTRG.14805"
"MSTRG.14805.4"	"MSTRG.14805"
"MSTRG.14807.1"	"MSTRG.14807"
"Solyc06g071630.2.1"	"MSTRG.14807"
"Solyc06g071640.3.1"	"MSTRG.14808"
"Solyc06g071650.3.1"	"MSTRG.14809"
"MSTRG.14810.1"	"MSTRG.14810"
"Solyc06g071660.3.1"	"MSTRG.14810"
"Solyc06g071670.1.1"	"MSTRG.14811"
"Solyc06g071680.4.1"	"MSTRG.14812"
"MSTRG.14813.1"	"MSTRG.14813"
"Solyc06g071690.3.1"	"MSTRG.14813"
"Solyc06g071700.1.1"	"MSTRG.14814"
"lnc_RNA:Solyc06r031910.1.1"	"lnc_RNA:Solyc06r031910.1"
"Solyc06g071710.1.1"	"MSTRG.14815"
"lnc_RNA:Solyc06r031920.1.1"	"MSTRG.14816"
"Solyc06g071720.1.1"	"MSTRG.14817"
"MSTRG.14818.1"	"MSTRG.14818"
"Solyc06g071730.3.1"	"MSTRG.14818"
"MSTRG.14819.1"	"MSTRG.14819"
"Solyc06g071750.3.1"	"MSTRG.14820"
"Solyc06g071760.1.1"	"Solyc06g071760.1"
"Solyc06g071770.4.1"	"MSTRG.14821"
"MSTRG.14822.1"	"MSTRG.14822"
"Solyc06g071780.4.1"	"MSTRG.14822"
"lnc_RNA:Solyc06r031930.1.1"	"MSTRG.14823"
"MSTRG.14824.1"	"MSTRG.14824"
"Solyc06g071790.3.1"	"MSTRG.14824"
"MSTRG.14825.1"	"MSTRG.14825"
"MSTRG.14825.2"	"MSTRG.14825"
"MSTRG.14825.3"	"MSTRG.14825"
"Solyc06g071800.4.1"	"MSTRG.14825"
"MSTRG.14825.5"	"MSTRG.14825"
"MSTRG.14825.6"	"MSTRG.14825"
"Solyc06g071810.1.1"	"MSTRG.14826"
"MSTRG.14827.1"	"MSTRG.14827"
"MSTRG.14827.2"	"MSTRG.14827"
"Solyc06g071820.3.1"	"MSTRG.14827"
"Solyc06g071830.2.1"	"MSTRG.14828"
"Solyc06g071840.3.1"	"Solyc06g071840.3"
"MSTRG.14829.1"	"MSTRG.14829"
"MSTRG.14829.2"	"MSTRG.14829"
"MSTRG.14829.3"	"MSTRG.14829"
"MSTRG.14829.11"	"MSTRG.14829"
"Solyc06g071850.3.1"	"MSTRG.14829"
"MSTRG.14829.10"	"MSTRG.14829"
"MSTRG.14829.12"	"MSTRG.14829"
"MSTRG.14829.4"	"MSTRG.14829"
"MSTRG.14829.5"	"MSTRG.14829"
"MSTRG.14829.6"	"MSTRG.14829"
"MSTRG.14829.7"	"MSTRG.14829"
"MSTRG.14829.8"	"MSTRG.14829"
"MSTRG.14829.9"	"MSTRG.14829"
"MSTRG.14830.1"	"MSTRG.14830"
"Solyc06g071860.3.1"	"MSTRG.14830"
"Solyc06g071870.3.1"	"MSTRG.14831"
"Solyc06g071880.4.1"	"MSTRG.14832"
"MSTRG.14832.2"	"MSTRG.14832"
"MSTRG.14833.1"	"MSTRG.14833"
"MSTRG.14833.2"	"MSTRG.14833"
"Solyc06g071890.3.1"	"MSTRG.14833"
"MSTRG.14833.3"	"MSTRG.14833"
"MSTRG.14834.1"	"MSTRG.14834"
"MSTRG.14834.2"	"MSTRG.14834"
"Solyc06g071900.3.1"	"MSTRG.14834"
"Solyc06g071910.3.1"	"MSTRG.14835"
"lnc_RNA:Solyc06r031940.1.1"	"MSTRG.14836"
"MSTRG.14837.1"	"MSTRG.14837"
"Solyc06g071920.4.1"	"MSTRG.14838"
"Solyc06g071930.1.1"	"MSTRG.14839"
"Solyc06g071940.3.1"	"MSTRG.14840"
"MSTRG.14841.1"	"MSTRG.14841"
"Solyc06g071945.1.1"	"MSTRG.14841"
"MSTRG.14841.2"	"MSTRG.14841"
"MSTRG.14841.4"	"MSTRG.14841"
"Solyc06g071950.3.1"	"MSTRG.14841"
"Solyc06g071960.4.1"	"MSTRG.14842"
"Solyc06g071970.1.1"	"MSTRG.14843"
"Solyc06g071980.3.1"	"MSTRG.14844"
"Solyc06g071990.4.1"	"MSTRG.14845"
"MSTRG.14845.2"	"MSTRG.14845"
"MSTRG.14845.3"	"MSTRG.14845"
"Solyc06g072000.3.1"	"MSTRG.14846"
"lnc_RNA:Solyc06r031950.1.1"	"MSTRG.14847"
"lnc_RNA:Solyc06r031960.1.1"	"MSTRG.14848"
"lnc_RNA:Solyc06r031970.1.1"	"MSTRG.14849"
"Solyc06g072010.2.1"	"MSTRG.14850"
"MSTRG.14849.2"	"MSTRG.14849"
"Solyc06g072013.1.1"	"MSTRG.14851"
"MSTRG.14851.1"	"MSTRG.14851"
"MSTRG.14851.3"	"MSTRG.14851"
"MSTRG.14851.4"	"MSTRG.14851"
"MSTRG.14851.5"	"MSTRG.14851"
"MSTRG.14851.6"	"MSTRG.14851"
"MSTRG.14851.7"	"MSTRG.14851"
"MSTRG.14851.9"	"MSTRG.14851"
"MSTRG.14851.8"	"MSTRG.14851"
"Solyc06g072017.1.1"	"MSTRG.14851"
"MSTRG.14852.1"	"MSTRG.14852"
"Solyc06g072030.1.1"	"MSTRG.14852"
"MSTRG.14853.1"	"MSTRG.14853"
"Solyc06g072040.1.1"	"MSTRG.14853"
"MSTRG.14854.1"	"MSTRG.14854"
"Solyc06g072050.4.1"	"MSTRG.14854"
"Solyc06g072060.1.1"	"MSTRG.14855"
"MSTRG.14856.1"	"MSTRG.14856"
"MSTRG.14857.1"	"MSTRG.14857"
"Solyc06g072070.2.1"	"MSTRG.14857"
"MSTRG.14857.3"	"MSTRG.14857"
"Solyc06g072075.1.1"	"MSTRG.14857"
"Solyc06g072080.3.1"	"MSTRG.14858"
"Solyc06g072085.1.1"	"MSTRG.14859"
"Solyc06g072090.3.1"	"MSTRG.14860"
"MSTRG.14861.1"	"MSTRG.14861"
"Solyc06g072100.3.1"	"MSTRG.14861"
"Solyc06g072110.4.1"	"MSTRG.14862"
"MSTRG.14862.2"	"MSTRG.14862"
"MSTRG.14862.3"	"MSTRG.14862"
"Solyc06g072120.3.1"	"MSTRG.14863"
"Solyc06g072130.4.1"	"MSTRG.14864"
"MSTRG.14865.1"	"MSTRG.14865"
"MSTRG.14865.2"	"MSTRG.14865"
"Solyc06g150131.1.1"	"MSTRG.14865"
"Solyc06g072140.4.1"	"MSTRG.14866"
"Solyc06g072145.1.1"	"MSTRG.14867"
"lnc_RNA:Solyc06r031980.1.1"	"MSTRG.14868"
"lnc_RNA:Solyc06r031980.1.2"	"MSTRG.14868"
"MSTRG.14869.1"	"MSTRG.14869"
"Solyc06g072160.3.1"	"MSTRG.14869"
"MSTRG.14869.2"	"MSTRG.14869"
"MSTRG.14869.4"	"MSTRG.14869"
"MSTRG.14869.5"	"MSTRG.14869"
"Solyc06g072170.2.1"	"MSTRG.14869"
"lnc_RNA:Solyc06r031990.1.1"	"MSTRG.14870"
"MSTRG.14870.2"	"MSTRG.14870"
"lnc_RNA:Solyc06r032000.1.1"	"MSTRG.14871"
"Solyc06g072180.1.1"	"MSTRG.14872"
"Solyc06g072190.1.1"	"MSTRG.14873"
"Solyc06g072200.1.1"	"Solyc06g072200.1"
"Solyc06g072210.1.1"	"MSTRG.14874"
"Solyc06g072220.1.1"	"MSTRG.14875"
"Solyc06g072230.1.1"	"MSTRG.14876"
"Solyc06g072240.1.1"	"MSTRG.14877"
"Solyc06g072250.3.1"	"MSTRG.14878"
"Solyc06g072253.1.1"	"MSTRG.14879"
"lnc_RNA:Solyc06r032010.1.1"	"MSTRG.14880"
"lnc_RNA:Solyc06r032020.1.1"	"MSTRG.14881"
"Solyc06g072257.1.1"	"MSTRG.14882"
"Solyc06g072270.4.1"	"MSTRG.14883"
"MSTRG.14883.1"	"MSTRG.14883"
"MSTRG.14884.1"	"MSTRG.14884"
"Solyc06g072280.3.1"	"MSTRG.14884"
"MSTRG.14884.3"	"MSTRG.14884"
"MSTRG.14885.1"	"MSTRG.14885"
"Solyc06g072290.3.1"	"MSTRG.14885"
"Solyc06g072300.4.1"	"MSTRG.14886"
"MSTRG.14886.2"	"MSTRG.14886"
"MSTRG.14886.3"	"MSTRG.14886"
"lnc_RNA:Solyc06r032030.1.1"	"MSTRG.14887"
"Solyc06g072310.3.1"	"MSTRG.14888"
"Solyc06g072320.4.1"	"Solyc06g072320.4"
"Solyc06g072330.3.1"	"MSTRG.14889"
"MSTRG.14890.1"	"MSTRG.14890"
"Solyc06g072340.3.1"	"MSTRG.14890"
"Solyc06g072350.3.1"	"MSTRG.14891"
"Solyc06g072360.3.1"	"MSTRG.14892"
"MSTRG.14892.2"	"MSTRG.14892"
"MSTRG.14893.1"	"MSTRG.14893"
"MSTRG.14893.2"	"MSTRG.14893"
"MSTRG.14893.3"	"MSTRG.14893"
"Solyc06g072370.3.1"	"MSTRG.14893"
"Solyc06g072380.3.1"	"MSTRG.14894"
"lnc_RNA:Solyc06r032040.1.1"	"MSTRG.14895"
"MSTRG.14896.1"	"MSTRG.14896"
"MSTRG.14896.2"	"MSTRG.14896"
"MSTRG.14895.2"	"MSTRG.14895"
"Solyc06g072385.1.1"	"MSTRG.14896"
"MSTRG.14896.3"	"MSTRG.14896"
"Solyc06g072400.3.1"	"MSTRG.14896"
"MSTRG.14897.1"	"MSTRG.14897"
"lnc_RNA:Solyc06r032050.1.1"	"MSTRG.14897"
"Solyc06g072410.3.1"	"Solyc06g072410.3"
"Solyc06g072420.3.1"	"Solyc06g072420.3"
"Solyc06g072430.3.1"	"MSTRG.14898"
"Solyc06g072440.3.1"	"MSTRG.14899"
"lnc_RNA:Solyc06r032060.1.1"	"MSTRG.14900"
"lnc_RNA:Solyc06r032060.1.2"	"MSTRG.14900"
"Solyc06g072450.1.1"	"Solyc06g072450.1"
"MSTRG.14901.1"	"MSTRG.14901"
"Solyc06g072460.1.1"	"MSTRG.14902"
"Solyc06g072470.4.1"	"MSTRG.14903"
"Solyc06g072480.1.1"	"MSTRG.14904"
"Solyc06g072490.3.1"	"MSTRG.14905"
"MSTRG.14906.1"	"MSTRG.14906"
"MSTRG.14906.2"	"MSTRG.14906"
"MSTRG.14906.3"	"MSTRG.14906"
"Solyc06g072500.2.1"	"MSTRG.14906"
"MSTRG.14906.5"	"MSTRG.14906"
"MSTRG.14906.6"	"MSTRG.14906"
"Solyc06g072510.4.1"	"MSTRG.14907"
"Solyc06g072520.2.1"	"Solyc06g072520.2"
"Solyc06g072530.3.1"	"MSTRG.14908"
"Solyc06g072540.2.1"	"Solyc06g072540.2"
"Solyc06g072550.3.1"	"MSTRG.14909"
"Solyc06g072560.2.1"	"Solyc06g072560.2"
"Solyc06g072570.4.1"	"MSTRG.14910"
"Solyc06g072580.3.1"	"MSTRG.14911"
"MSTRG.14911.2"	"MSTRG.14911"
"Solyc06g072590.4.1"	"Solyc06g072590.4"
"Solyc06g072600.3.1"	"MSTRG.14912"
"Solyc06g072610.3.1"	"MSTRG.14913"
"Solyc06g072620.4.1"	"MSTRG.14914"
"Solyc06g072630.4.1"	"MSTRG.14915"
"Solyc06g072640.1.1"	"Solyc06g072640.1"
"MSTRG.14916.1"	"MSTRG.14916"
"MSTRG.14916.2"	"MSTRG.14916"
"Solyc06g072650.1.1"	"MSTRG.14917"
"MSTRG.14916.3"	"MSTRG.14916"
"Solyc06g072660.4.1"	"MSTRG.14916"
"Solyc06g072670.3.1"	"MSTRG.14918"
"Solyc06g072680.4.1"	"MSTRG.14919"
"MSTRG.14919.1"	"MSTRG.14919"
"MSTRG.14919.3"	"MSTRG.14919"
"Solyc06g072690.3.1"	"MSTRG.14919"
"Solyc06g072695.1.1"	"MSTRG.14920"
"lnc_RNA:Solyc06r032070.1.1"	"MSTRG.14921"
"Solyc06g072700.3.1"	"MSTRG.14922"
"Solyc06g072710.3.1"	"MSTRG.14923"
"MSTRG.14923.2"	"MSTRG.14923"
"Solyc06g072720.3.1"	"MSTRG.14924"
"Solyc06g072725.1.1"	"Solyc06g072725.1"
"MSTRG.14925.1"	"MSTRG.14925"
"Solyc06g072730.4.1"	"MSTRG.14925"
"Solyc06g072740.1.1"	"MSTRG.14926"
"MSTRG.14927.1"	"MSTRG.14927"
"Solyc06g072750.3.1"	"MSTRG.14927"
"Solyc06g072760.4.1"	"MSTRG.14928"
"Solyc06g072770.3.1"	"MSTRG.14929"
"MSTRG.14930.1"	"MSTRG.14930"
"MSTRG.14930.2"	"MSTRG.14930"
"Solyc06g072780.2.1"	"MSTRG.14930"
"MSTRG.14930.4"	"MSTRG.14930"
"lnc_RNA:Solyc06r032080.1.1"	"MSTRG.14930"
"lnc_RNA:Solyc06r032080.1.2"	"MSTRG.14930"
"lnc_RNA:Solyc06r032080.1.3"	"MSTRG.14930"
"MSTRG.14931.1"	"MSTRG.14931"
"MSTRG.14931.2"	"MSTRG.14931"
"Solyc06g072790.3.1"	"MSTRG.14931"
"MSTRG.14932.1"	"MSTRG.14932"
"Solyc06g072800.4.1"	"MSTRG.14932"
"Solyc06g072810.4.1"	"MSTRG.14933"
"MSTRG.14934.1"	"MSTRG.14934"
"MSTRG.14934.2"	"MSTRG.14934"
"Solyc06g072820.3.1"	"MSTRG.14934"
"Solyc06g072830.4.1"	"MSTRG.14935"
"Solyc06g072840.3.1"	"MSTRG.14936"
"Solyc06g072845.1.1"	"MSTRG.14937"
"MSTRG.14937.2"	"MSTRG.14937"
"lnc_RNA:Solyc06r032090.1.1"	"MSTRG.14938"
"Solyc06g072850.1.1"	"MSTRG.14939"
"lnc_RNA:Solyc06r032100.1.1"	"MSTRG.14940"
"lnc_RNA:Solyc06r032100.1.2"	"MSTRG.14940"
"Solyc06g072870.1.1"	"MSTRG.14941"
"Solyc06g072880.2.1"	"MSTRG.14942"
"MSTRG.14943.1"	"MSTRG.14943"
"Solyc06g072890.3.1"	"MSTRG.14943"
"Solyc06g072900.4.1"	"MSTRG.14943"
"Solyc06g072910.2.1"	"Solyc06g072910.2"
"Solyc06g072920.3.1"	"Solyc06g072920.3"
"MSTRG.14944.1"	"MSTRG.14944"
"MSTRG.14944.2"	"MSTRG.14944"
"Solyc06g072930.4.1"	"MSTRG.14944"
"MSTRG.14945.1"	"MSTRG.14945"
"lnc_RNA:Solyc06r032110.1.1"	"MSTRG.14946"
"MSTRG.14947.1"	"MSTRG.14947"
"Solyc06g072940.3.1"	"MSTRG.14947"
"Solyc06g072950.3.1"	"MSTRG.14948"
"Solyc06g072960.1.1"	"MSTRG.14949"
"Solyc06g072970.3.1"	"MSTRG.14950"
"MSTRG.14951.1"	"MSTRG.14951"
"Solyc06g072980.4.1"	"MSTRG.14951"
"Solyc06g072990.1.1"	"MSTRG.14952"
"Solyc06g073000.4.1"	"MSTRG.14953"
"Solyc06g073010.3.1"	"Solyc06g073010.3"
"Solyc06g073020.3.1"	"MSTRG.14954"
"MSTRG.14954.2"	"MSTRG.14954"
"MSTRG.14954.3"	"MSTRG.14954"
"MSTRG.14954.4"	"MSTRG.14954"
"Solyc06g073030.3.1"	"MSTRG.14955"
"Solyc06g073040.1.1"	"MSTRG.14956"
"MSTRG.14957.1"	"MSTRG.14957"
"Solyc06g073050.2.1"	"MSTRG.14957"
"MSTRG.14957.3"	"MSTRG.14957"
"MSTRG.14957.4"	"MSTRG.14957"
"Solyc06g073060.3.1"	"MSTRG.14958"
"Solyc06g073070.2.1"	"Solyc06g073070.2"
"Solyc06g073080.4.1"	"Solyc06g073080.4"
"Solyc06g073090.3.1"	"MSTRG.14959"
"Solyc06g073100.4.1"	"MSTRG.14960"
"Solyc06g073110.3.1"	"MSTRG.14961"
"MSTRG.14962.1"	"MSTRG.14962"
"MSTRG.14962.2"	"MSTRG.14962"
"Solyc06g073120.4.1"	"MSTRG.14962"
"MSTRG.14962.3"	"MSTRG.14962"
"Solyc06g073130.4.1"	"MSTRG.14962"
"Solyc06g073140.2.1"	"MSTRG.14963"
"MSTRG.14964.1"	"MSTRG.14964"
"MSTRG.14964.2"	"MSTRG.14964"
"Solyc06g073150.3.1"	"MSTRG.14964"
"Solyc06g073155.1.1"	"MSTRG.14965"
"MSTRG.14966.1"	"MSTRG.14966"
"Solyc06g073160.4.1"	"MSTRG.14966"
"MSTRG.14967.1"	"MSTRG.14967"
"Solyc06g073170.1.1"	"MSTRG.14968"
"Solyc06g073180.3.1"	"MSTRG.14969"
"MSTRG.14969.2"	"MSTRG.14969"
"Solyc06g073190.3.1"	"MSTRG.14970"
"MSTRG.14971.1"	"MSTRG.14971"
"Solyc06g073200.4.1"	"MSTRG.14971"
"MSTRG.14972.1"	"MSTRG.14972"
"Solyc06g073210.4.1"	"MSTRG.14972"
"Solyc06g073220.1.1"	"MSTRG.14973"
"MSTRG.14974.1"	"MSTRG.14974"
"MSTRG.14974.2"	"MSTRG.14974"
"MSTRG.14974.3"	"MSTRG.14974"
"MSTRG.14974.4"	"MSTRG.14974"
"MSTRG.14974.5"	"MSTRG.14974"
"Solyc06g073230.4.1"	"MSTRG.14974"
"MSTRG.14975.1"	"MSTRG.14975"
"MSTRG.14975.2"	"MSTRG.14975"
"Solyc06g073240.3.1"	"MSTRG.14975"
"MSTRG.14976.1"	"MSTRG.14976"
"Solyc06g150132.1.1"	"MSTRG.14976"
"Solyc06g073250.1.1"	"Solyc06g073250.1"
"Solyc06g073260.3.1"	"MSTRG.14977"
"Solyc06g073270.4.1"	"MSTRG.14978"
"Solyc06g073280.3.1"	"MSTRG.14979"
"lnc_RNA:Solyc06r032120.1.1"	"MSTRG.14980"
"Solyc06g073290.1.1"	"MSTRG.14981"
"Solyc06g073300.1.1"	"MSTRG.14982"
"Solyc06g073310.3.1"	"MSTRG.14983"
"lnc_RNA:Solyc06r032130.1.1"	"MSTRG.14984"
"MSTRG.14985.1"	"MSTRG.14985"
"lnc_RNA:Solyc06r032140.1.1"	"MSTRG.14986"
"Solyc06g073320.3.1"	"MSTRG.14987"
"lnc_RNA:Solyc06r032150.1.1"	"MSTRG.14988"
