"transcript_id"	"gene_id"
"MSTRG.521.2"	"MSTRG.521"
"MSTRG.522.1"	"MSTRG.522"
"Solyc01g008450.1.1"	"Solyc01g008450.1"
"MSTRG.523.1"	"MSTRG.523"
"Solyc01g008460.3.1"	"MSTRG.523"
"Solyc01g008470.3.1"	"MSTRG.524"
"Solyc01g150103.1.1"	"Solyc01g150103.1"
"Solyc01g150104.1.1"	"Solyc01g150104.1"
"Solyc01g008473.1.1"	"Solyc01g008473.1"
"lnc_RNA:Solyc01r001290.1.1"	"lnc_RNA:Solyc01r001290.1"
"Solyc01g150105.1.1"	"Solyc01g150105.1"
"Solyc01g008475.1.1"	"Solyc01g008475.1"
"Solyc01g150106.1.1"	"Solyc01g150106.1"
"Solyc01g008477.1.1"	"Solyc01g008477.1"
"Solyc01g150107.1.1"	"Solyc01g150107.1"
"Solyc01g008479.1.1"	"Solyc01g008479.1"
"MSTRG.525.1"	"MSTRG.525"
"Solyc01g008480.4.1"	"MSTRG.525"
"MSTRG.525.3"	"MSTRG.525"
"Solyc01g008490.4.1"	"MSTRG.526"
"Solyc01g008500.4.1"	"MSTRG.527"
"MSTRG.528.1"	"MSTRG.528"
"Solyc01g008510.3.1"	"Solyc01g008510.3"
"MSTRG.529.1"	"MSTRG.529"
"MSTRG.529.2"	"MSTRG.529"
"Solyc01g008520.3.1"	"MSTRG.529"
"Solyc01g008530.3.1"	"MSTRG.530"
"Solyc01g008540.4.1"	"MSTRG.531"
"Solyc01g008550.4.1"	"MSTRG.532"
"MSTRG.533.1"	"MSTRG.533"
"MSTRG.533.2"	"MSTRG.533"
"Solyc01g008560.3.1"	"MSTRG.533"
"Solyc01g008570.1.1"	"Solyc01g008570.1"
"Solyc01g008580.1.1"	"Solyc01g008580.1"
"Solyc01g008590.1.1"	"Solyc01g008590.1"
"MSTRG.534.1"	"MSTRG.534"
"MSTRG.534.2"	"MSTRG.534"
"MSTRG.534.3"	"MSTRG.534"
"Solyc01g008600.4.1"	"MSTRG.534"
"MSTRG.534.5"	"MSTRG.534"
"Solyc01g008610.4.1"	"Solyc01g008610.4"
"Solyc01g008620.4.1"	"MSTRG.535"
"Solyc01g008640.4.1"	"MSTRG.536"
"Solyc01g008650.3.1"	"MSTRG.537"
"MSTRG.538.1"	"MSTRG.538"
"Solyc01g008660.4.1"	"MSTRG.538"
"Solyc01g008670.4.1"	"MSTRG.539"
"Solyc01g008680.4.1"	"MSTRG.540"
"MSTRG.540.2"	"MSTRG.540"
"MSTRG.541.1"	"MSTRG.541"
"MSTRG.541.2"	"MSTRG.541"
"Solyc01g008690.3.1"	"MSTRG.541"
"MSTRG.540.3"	"MSTRG.540"
"MSTRG.540.4"	"MSTRG.540"
"Solyc01g008700.4.1"	"MSTRG.540"
"Solyc01g008710.5.1.1"	"Solyc01g008710.5.1"
"Solyc01g008720.2.1"	"Solyc01g008720.2"
"MSTRG.542.1"	"MSTRG.542"
"MSTRG.542.2"	"MSTRG.542"
"Solyc01g008730.3.1"	"MSTRG.542"
"MSTRG.542.4"	"MSTRG.542"
"lnc_RNA:Solyc01r001300.1.1"	"MSTRG.543"
"lnc_RNA:Solyc01r001310.1.1"	"MSTRG.544"
"Solyc01g008740.2.1"	"Solyc01g008740.2"
"Solyc01g008760.4.1"	"MSTRG.545"
"MSTRG.546.1"	"MSTRG.546"
"Solyc01g008770.3.1"	"MSTRG.546"
"lnc_RNA:Solyc01r001320.1.1"	"MSTRG.547"
"Solyc01g008780.3.1"	"MSTRG.548"
"MSTRG.549.1"	"MSTRG.549"
"Solyc01g008790.4.1"	"MSTRG.549"
"MSTRG.550.1"	"MSTRG.550"
"Solyc01g008800.3.1"	"MSTRG.550"
"MSTRG.550.3"	"MSTRG.550"
"Solyc01g008810.3.1"	"MSTRG.550"
"Solyc01g008820.3.1"	"MSTRG.551"
"MSTRG.552.1"	"MSTRG.552"
"Solyc01g008830.2.1"	"MSTRG.552"
"Solyc01g008840.3.1"	"MSTRG.553"
"Solyc01g008850.3.1"	"MSTRG.554"
"MSTRG.554.2"	"MSTRG.554"
"MSTRG.554.3"	"MSTRG.554"
"MSTRG.555.1"	"MSTRG.555"
"Solyc01g008860.1.1"	"Solyc01g008860.1"
"Solyc01g008870.1.1"	"Solyc01g008870.1"
"Solyc01g008880.3.1"	"Solyc01g008880.3"
"MSTRG.556.1"	"MSTRG.556"
"MSTRG.556.2"	"MSTRG.556"
"MSTRG.556.3"	"MSTRG.556"
"MSTRG.556.4"	"MSTRG.556"
"MSTRG.556.5"	"MSTRG.556"
"Solyc01g008890.4.1"	"MSTRG.556"
"MSTRG.557.1"	"MSTRG.557"
"Solyc01g008900.4.1"	"MSTRG.557"
"Solyc01g008910.2.1"	"MSTRG.558"
"Solyc01g008920.4.1"	"MSTRG.559"
"MSTRG.559.2"	"MSTRG.559"
"MSTRG.559.3"	"MSTRG.559"
"lnc_RNA:Solyc01r001330.1.1"	"MSTRG.560"
"MSTRG.561.1"	"MSTRG.561"
"MSTRG.561.2"	"MSTRG.561"
"MSTRG.561.3"	"MSTRG.561"
"Solyc01g008930.4.1"	"MSTRG.561"
"Solyc01g008940.2.1"	"MSTRG.562"
"Solyc01g008950.4.1"	"MSTRG.563"
"lnc_RNA:Solyc01r001340.1.1"	"MSTRG.564"
"Solyc01g008960.3.1"	"MSTRG.565"
"MSTRG.565.1"	"MSTRG.565"
"MSTRG.566.1"	"MSTRG.566"
"MSTRG.566.2"	"MSTRG.566"
"MSTRG.566.3"	"MSTRG.566"
"MSTRG.566.4"	"MSTRG.566"
"lnc_RNA:Solyc01r001350.1.1"	"MSTRG.565"
"Solyc01g008970.4.1"	"MSTRG.566"
"MSTRG.567.1"	"MSTRG.567"
"MSTRG.567.2"	"MSTRG.567"
"MSTRG.567.3"	"MSTRG.567"
"MSTRG.567.4"	"MSTRG.567"
"Solyc01g008980.3.1"	"MSTRG.567"
"Solyc01g008990.4.1"	"MSTRG.568"
"MSTRG.568.2"	"MSTRG.568"
"MSTRG.568.3"	"MSTRG.568"
"MSTRG.568.4"	"MSTRG.568"
"MSTRG.568.5"	"MSTRG.568"
"lnc_RNA:Solyc01r001360.1.1"	"MSTRG.569"
"MSTRG.570.1"	"MSTRG.570"
"Solyc01g009000.3.1"	"MSTRG.570"
"Solyc01g009010.3.1"	"MSTRG.571"
"MSTRG.571.2"	"MSTRG.571"
"MSTRG.572.1"	"MSTRG.572"
"MSTRG.572.2"	"MSTRG.572"
"Solyc01g009020.4.1"	"MSTRG.572"
"lnc_RNA:Solyc01r001370.1.1"	"MSTRG.573"
"Solyc01g009030.4.1"	"MSTRG.574"
"Solyc01g009040.4.1"	"MSTRG.575"
"MSTRG.575.1"	"MSTRG.575"
"MSTRG.575.3"	"MSTRG.575"
"Solyc01g009050.3.1"	"MSTRG.576"
"Solyc01g009060.3.1"	"MSTRG.577"
"Solyc01g009070.3.1"	"MSTRG.578"
"Solyc01g009080.4.1"	"MSTRG.579"
"Solyc01g009090.3.1"	"MSTRG.580"
"Solyc01g009100.4.1"	"MSTRG.581"
"MSTRG.581.2"	"MSTRG.581"
"lnc_RNA:Solyc01r001380.1.1"	"MSTRG.582"
"Solyc01g009120.3.1"	"MSTRG.583"
"Solyc01g009140.1.1"	"Solyc01g009140.1"
"Solyc01g009145.1.1"	"MSTRG.584"
"MSTRG.584.2"	"MSTRG.584"
"MSTRG.585.1"	"MSTRG.585"
"Solyc01g009160.2.1"	"MSTRG.585"
"Solyc01g009165.1.1"	"Solyc01g009165.1"
"MSTRG.586.1"	"MSTRG.586"
"Solyc01g009170.4.1"	"MSTRG.586"
"lnc_RNA:Solyc01r001390.1.1"	"lnc_RNA:Solyc01r001390.1"
"Solyc01g009180.4.1"	"MSTRG.587"
"Solyc01g009190.3.1"	"Solyc01g009190.3"
"Solyc01g009200.4.1"	"MSTRG.588"
"MSTRG.589.1"	"MSTRG.589"
"MSTRG.590.1"	"MSTRG.590"
"Solyc01g009210.2.1"	"MSTRG.590"
"Solyc01g009220.3.1"	"MSTRG.591"
"MSTRG.592.1"	"MSTRG.592"
"Solyc01g009230.4.1"	"MSTRG.592"
"Solyc01g009240.4.1"	"Solyc01g009240.4"
"Solyc01g009245.1.1"	"MSTRG.593"
"Solyc01g009250.3.1"	"MSTRG.594"
"Solyc01g009260.1.1"	"MSTRG.595"
"Solyc01g009270.1.1"	"Solyc01g009270.1"
"MSTRG.596.1"	"MSTRG.596"
"Solyc01g009280.4.1"	"MSTRG.596"
"MSTRG.597.1"	"MSTRG.597"
"Solyc01g009290.4.1"	"MSTRG.597"
"Solyc01g009300.3.1"	"MSTRG.598"
"lnc_RNA:Solyc01r001400.1.1"	"lnc_RNA:Solyc01r001400.1"
"lnc_RNA:Solyc01r001400.1.2"	"lnc_RNA:Solyc01r001400.1"
"lnc_RNA:Solyc01r001410.1.1"	"lnc_RNA:Solyc01r001410.1"
"Solyc01g009305.1.1"	"Solyc01g009305.1"
"lnc_RNA:Solyc01r001420.1.1"	"lnc_RNA:Solyc01r001420.1"
"lnc_RNA:Solyc01r001430.1.1"	"lnc_RNA:Solyc01r001430.1"
"lnc_RNA:Solyc01r001430.1.2"	"lnc_RNA:Solyc01r001430.1"
"lnc_RNA:Solyc01r001440.1.1"	"lnc_RNA:Solyc01r001440.1"
"lnc_RNA:Solyc01r001440.1.2"	"lnc_RNA:Solyc01r001440.1"
"lnc_RNA:Solyc01r001450.1.1"	"lnc_RNA:Solyc01r001450.1"
"lnc_RNA:Solyc01r001450.1.2"	"lnc_RNA:Solyc01r001450.1"
"lnc_RNA:Solyc01r001450.1.3"	"lnc_RNA:Solyc01r001450.1"
"Solyc01g009310.3.1"	"MSTRG.599"
"Solyc01g009320.2.1"	"MSTRG.600"
"Solyc01g009330.1.1"	"MSTRG.601"
"MSTRG.602.1"	"MSTRG.602"
"Solyc01g009340.4.1"	"MSTRG.602"
"Solyc01g009350.2.1"	"MSTRG.603"
"Solyc01g009360.1.1"	"Solyc01g009360.1"
"Solyc01g009370.2.1"	"MSTRG.604"
"Solyc01g009380.3.1"	"MSTRG.605"
"MSTRG.605.2"	"MSTRG.605"
"MSTRG.605.3"	"MSTRG.605"
"Solyc01g009390.4.1"	"MSTRG.606"
"Solyc01g009400.3.1"	"MSTRG.607"
"Solyc01g009410.3.1"	"MSTRG.608"
"Solyc01g009420.4.1"	"MSTRG.609"
"Solyc01g009430.3.1"	"MSTRG.610"
"Solyc01g009440.3.1"	"Solyc01g009440.3"
"lnc_RNA:Solyc01r001460.1.1"	"MSTRG.611"
"MSTRG.612.1"	"MSTRG.612"
"Solyc01g009443.1.1"	"MSTRG.612"
"MSTRG.612.3"	"MSTRG.612"
"MSTRG.612.4"	"MSTRG.612"
"MSTRG.612.5"	"MSTRG.612"
"Solyc01g009447.1.1"	"MSTRG.613"
"Solyc01g009470.2.1"	"Solyc01g009470.2"
"Solyc01g009480.4.1"	"Solyc01g009480.4"
"Solyc01g009490.1.1"	"Solyc01g009490.1"
"MSTRG.614.1"	"MSTRG.614"
"MSTRG.614.2"	"MSTRG.614"
"MSTRG.614.3"	"MSTRG.614"
"MSTRG.614.4"	"MSTRG.614"
"MSTRG.614.5"	"MSTRG.614"
"MSTRG.614.6"	"MSTRG.614"
"MSTRG.614.7"	"MSTRG.614"
"MSTRG.614.8"	"MSTRG.614"
"Solyc01g009500.4.1"	"MSTRG.614"
"MSTRG.614.10"	"MSTRG.614"
"MSTRG.615.1"	"MSTRG.615"
"Solyc01g009505.1.1"	"MSTRG.615"
"MSTRG.615.3"	"MSTRG.615"
"Solyc01g009510.2.1"	"Solyc01g009510.2"
"Solyc01g009520.4.1"	"MSTRG.616"
"Solyc01g009530.1.1"	"Solyc01g009530.1"
"Solyc01g009540.1.1"	"Solyc01g009540.1"
"Solyc01g009550.1.1"	"Solyc01g009550.1"
"Solyc01g009560.2.1"	"Solyc01g009560.2"
"MSTRG.617.1"	"MSTRG.617"
"MSTRG.617.2"	"MSTRG.617"
"Solyc01g009565.1.1"	"MSTRG.617"
"Solyc01g009580.2.1"	"Solyc01g009580.2"
"Solyc01g009590.3.1"	"Solyc01g009590.3"
"Solyc01g009600.4.1"	"Solyc01g009600.4"
"MSTRG.618.1"	"MSTRG.618"
"MSTRG.618.2"	"MSTRG.618"
"Solyc01g009610.3.1"	"MSTRG.618"
"MSTRG.618.4"	"MSTRG.618"
"lnc_RNA:Solyc01r001470.1.1"	"MSTRG.619"
"Solyc01g009620.3.1"	"MSTRG.620"
"lnc_RNA:Solyc01r001480.1.1"	"MSTRG.621"
"Solyc01g009630.3.1"	"MSTRG.622"
"Solyc01g009640.3.1"	"Solyc01g009640.3"
"MSTRG.623.1"	"MSTRG.623"
"Solyc01g009650.1.1"	"MSTRG.623"
"Solyc01g009660.3.1"	"Solyc01g009660.3"
"MSTRG.624.1"	"MSTRG.624"
"MSTRG.624.2"	"MSTRG.624"
"Solyc01g009670.4.1"	"MSTRG.624"
"lnc_RNA:Solyc01r001490.1.1"	"lnc_RNA:Solyc01r001490.1"
"lnc_RNA:Solyc01r001500.1.1"	"MSTRG.625"
"lnc_RNA:Solyc01r001500.1.2"	"MSTRG.625"
"lnc_RNA:Solyc01r001500.1.3"	"MSTRG.625"
"Solyc01g009690.3.1"	"MSTRG.626"
"Solyc01g009700.3.1"	"MSTRG.627"
"Solyc01g009705.1.1"	"MSTRG.628"
"Solyc01g009710.1.1"	"MSTRG.629"
"MSTRG.630.1"	"MSTRG.630"
"Solyc01g009720.2.1"	"MSTRG.630"
"lnc_RNA:Solyc01r001510.1.1"	"lnc_RNA:Solyc01r001510.1"
"Solyc01g009730.3.1"	"Solyc01g009730.3"
"Solyc01g009735.1.1"	"Solyc01g009735.1"
"lnc_RNA:Solyc01r001520.1.1"	"lnc_RNA:Solyc01r001520.1"
"Solyc01g009740.3.1"	"Solyc01g009740.3"
"Solyc01g009750.3.1"	"MSTRG.631"
"lnc_RNA:Solyc01r001530.1.1"	"MSTRG.632"
"Solyc01g009760.3.1"	"MSTRG.633"
"MSTRG.634.1"	"MSTRG.634"
"Solyc01g009770.3.1"	"MSTRG.634"
"Solyc01g009780.3.1"	"MSTRG.635"
"MSTRG.635.2"	"MSTRG.635"
"lnc_RNA:Solyc01r001540.1.1"	"lnc_RNA:Solyc01r001540.1"
"Solyc01g009790.1.1"	"Solyc01g009790.1"
"Solyc01g009795.1.1"	"Solyc01g009795.1"
"Solyc01g009810.3.1"	"MSTRG.636"
"Solyc01g009820.4.1"	"MSTRG.637"
"Solyc01g009830.3.1"	"Solyc01g009830.3"
"Solyc01g009840.3.1"	"Solyc01g009840.3"
"MSTRG.638.1"	"MSTRG.638"
"Solyc01g009850.4.1"	"MSTRG.638"
"Solyc01g009860.3.1"	"MSTRG.639"
"lnc_RNA:Solyc01r001550.1.1"	"MSTRG.640"
"lnc_RNA:Solyc01r001550.1.2"	"MSTRG.640"
"lnc_RNA:Solyc01r001560.1.1"	"MSTRG.641"
"Solyc01g009870.3.1"	"MSTRG.642"
"Solyc01g009880.2.1"	"Solyc01g009880.2"
"Solyc01g009890.1.1"	"Solyc01g009890.1"
"Solyc01g009900.3.1"	"MSTRG.643"
"Solyc01g009910.1.1"	"Solyc01g009910.1"
"Solyc01g009920.3.1"	"Solyc01g009920.3"
"Solyc01g009930.3.1"	"Solyc01g009930.3"
"MSTRG.644.1"	"MSTRG.644"
"Solyc01g009940.1.1"	"Solyc01g009940.1"
"Solyc01g009960.4.1"	"Solyc01g009960.4"
"MSTRG.645.1"	"MSTRG.645"
"Solyc01g009970.3.1"	"MSTRG.645"
"Solyc01g009975.1.1"	"Solyc01g009975.1"
"Solyc01g009980.1.1"	"Solyc01g009980.1"
"Solyc01g009990.3.1"	"MSTRG.646"
"MSTRG.647.1"	"MSTRG.647"
"Solyc01g010000.3.1"	"MSTRG.647"
"lnc_RNA:Solyc01r001570.1.1"	"lnc_RNA:Solyc01r001570.1"
"Solyc01g010020.3.1"	"MSTRG.648"
"MSTRG.649.1"	"MSTRG.649"
"MSTRG.649.2"	"MSTRG.649"
"MSTRG.649.3"	"MSTRG.649"
"MSTRG.649.4"	"MSTRG.649"
"Solyc01g010030.3.1"	"MSTRG.649"
"lnc_RNA:Solyc01r001580.1.1"	"MSTRG.650"
"lnc_RNA:Solyc01r001590.1.1"	"MSTRG.651"
"Solyc01g010050.3.1"	"MSTRG.652"
"Solyc01g010060.2.1"	"MSTRG.653"
"lnc_RNA:Solyc01r001600.1.1"	"MSTRG.654"
"lnc_RNA:Solyc01r001600.1.2"	"MSTRG.654"
"Solyc01g010063.1.1"	"Solyc01g010063.1"
"Solyc01g010065.1.1"	"Solyc01g010065.1"
"Solyc01g010067.1.1"	"Solyc01g010067.1"
"Solyc01g010080.3.1"	"MSTRG.655"
"MSTRG.656.1"	"MSTRG.656"
"lnc_RNA:Solyc01r001610.1.1"	"lnc_RNA:Solyc01r001610.1"
"Solyc01g150108.1.1"	"Solyc01g150108.1"
"Solyc01g150109.1.1"	"Solyc01g150109.1"
"Solyc01g150110.1.1"	"Solyc01g150110.1"
"MSTRG.657.1"	"MSTRG.657"
"MSTRG.657.2"	"MSTRG.657"
"Solyc01g010130.4.1"	"MSTRG.657"
"Solyc01g010140.1.1"	"Solyc01g010140.1"
"Solyc01g010150.3.1"	"MSTRG.658"
"MSTRG.658.2"	"MSTRG.658"
"MSTRG.658.3"	"MSTRG.658"
"Solyc01g010160.3.1"	"Solyc01g010160.3"
"Solyc01g010170.2.1"	"Solyc01g010170.2"
"Solyc01g010175.1.1"	"Solyc01g010175.1"
"MSTRG.659.1"	"MSTRG.659"
"Solyc01g010180.3.1"	"MSTRG.660"
"MSTRG.661.1"	"MSTRG.661"
"Solyc01g010185.1.1"	"MSTRG.662"
"MSTRG.662.2"	"MSTRG.662"
"MSTRG.662.3"	"MSTRG.662"
"lnc_RNA:Solyc01r001620.1.1"	"MSTRG.663"
"Solyc01g010210.1.1"	"Solyc01g010210.1"
"Solyc01g010215.1.1"	"MSTRG.664"
"Solyc01g010220.3.1"	"MSTRG.665"
"Solyc01g010230.2.1"	"MSTRG.666"
"Solyc01g010240.3.1"	"Solyc01g010240.3"
"Solyc01g010250.4.1"	"MSTRG.667"
"lnc_RNA:Solyc01r001630.1.1"	"lnc_RNA:Solyc01r001630.1"
"Solyc01g010260.3.1"	"Solyc01g010260.3"
"MSTRG.668.1"	"MSTRG.668"
"Solyc01g010270.3.1"	"MSTRG.668"
"Solyc01g010280.3.1"	"Solyc01g010280.3"
"MSTRG.669.1"	"MSTRG.669"
"MSTRG.669.2"	"MSTRG.669"
"MSTRG.669.3"	"MSTRG.669"
"MSTRG.669.4"	"MSTRG.669"
"Solyc01g010290.4.1"	"MSTRG.669"
"MSTRG.669.6"	"MSTRG.669"
"MSTRG.670.1"	"MSTRG.670"
"Solyc01g010310.4.1"	"MSTRG.670"
"Solyc01g010350.4.1"	"MSTRG.671"
"Solyc01g010360.3.1"	"Solyc01g010360.3"
"lnc_RNA:Solyc01r001640.1.1"	"lnc_RNA:Solyc01r001640.1"
"lnc_RNA:Solyc01r001640.1.2"	"lnc_RNA:Solyc01r001640.1"
"Solyc01g010365.1.1"	"Solyc01g010365.1"
"MSTRG.672.1"	"MSTRG.672"
"Solyc01g010370.3.1"	"MSTRG.672"
"Solyc01g010390.3.1"	"MSTRG.673"
"Solyc01g010400.1.1"	"Solyc01g010400.1"
"Solyc01g010405.1.1"	"Solyc01g010405.1"
"Solyc01g010410.3.1"	"Solyc01g010410.3"
"Solyc01g010415.1.1"	"Solyc01g010415.1"
"MSTRG.674.1"	"MSTRG.674"
"Solyc01g010420.3.1"	"MSTRG.674"
"Solyc01g010430.4.1"	"MSTRG.674"
"MSTRG.675.1"	"MSTRG.675"
"MSTRG.675.2"	"MSTRG.675"
"Solyc01g010440.4.1"	"MSTRG.675"
"Solyc01g010460.4.1"	"MSTRG.676"
"MSTRG.676.1"	"MSTRG.676"
"MSTRG.676.2"	"MSTRG.676"
"MSTRG.676.3"	"MSTRG.676"
"MSTRG.676.5"	"MSTRG.676"
"MSTRG.676.6"	"MSTRG.676"
"MSTRG.676.7"	"MSTRG.676"
"Solyc01g010470.2.1"	"MSTRG.676"
"Solyc01g010480.3.1"	"MSTRG.677"
"Solyc01g010490.4.1"	"Solyc01g010490.4"
"Solyc01g150111.1.1"	"Solyc01g150111.1"
"Solyc01g150112.1.1"	"Solyc01g150112.1"
"MSTRG.678.1"	"MSTRG.678"
"Solyc01g010500.3.1"	"Solyc01g010500.3"
"MSTRG.679.1"	"MSTRG.679"
"MSTRG.679.2"	"MSTRG.679"
"MSTRG.679.3"	"MSTRG.679"
"MSTRG.679.4"	"MSTRG.679"
"lnc_RNA:Solyc01r001650.1.1"	"MSTRG.680"
"lnc_RNA:Solyc01r001650.1.2"	"MSTRG.680"
"Solyc01g010510.4.1"	"MSTRG.681"
"MSTRG.682.1"	"MSTRG.682"
"MSTRG.683.1"	"MSTRG.683"
"Solyc01g010520.3.1"	"MSTRG.683"
"Solyc01g010530.1.1"	"Solyc01g010530.1"
"Solyc01g010540.3.1"	"MSTRG.684"
"Solyc01g010550.1.1"	"Solyc01g010550.1"
"MSTRG.685.1"	"MSTRG.685"
"Solyc01g010570.4.1"	"MSTRG.685"
"Solyc01g010580.3.1"	"MSTRG.686"
"Solyc01g010590.2.1"	"MSTRG.687"
"Solyc01g010600.4.1"	"Solyc01g010600.4"
"MSTRG.688.1"	"MSTRG.688"
"Solyc01g010640.3.1"	"MSTRG.689"
"Solyc01g010650.3.1"	"MSTRG.690"
"lnc_RNA:Solyc01r001660.1.1"	"lnc_RNA:Solyc01r001660.1"
"MSTRG.691.1"	"MSTRG.691"
"Solyc01g010660.3.1"	"MSTRG.691"
"MSTRG.691.3"	"MSTRG.691"
"Solyc01g010670.3.1"	"Solyc01g010670.3"
"lnc_RNA:Solyc01r001670.1.1"	"lnc_RNA:Solyc01r001670.1"
"Solyc01g010690.1.1"	"Solyc01g010690.1"
"MSTRG.692.1"	"MSTRG.692"
"Solyc01g010700.3.1"	"MSTRG.692"
"Solyc01g010705.1.1"	"Solyc01g010705.1"
"Solyc01g010710.4.1"	"MSTRG.693"
"MSTRG.694.1"	"MSTRG.694"
"MSTRG.694.2"	"MSTRG.694"
"Solyc01g010720.4.1"	"MSTRG.694"
"MSTRG.695.1"	"MSTRG.695"
"Solyc01g010740.4.1"	"Solyc01g010740.4"
"MSTRG.696.1"	"MSTRG.696"
"Solyc01g010750.4.1"	"MSTRG.696"
"MSTRG.697.1"	"MSTRG.697"
"Solyc01g010755.1.1"	"MSTRG.697"
"MSTRG.697.3"	"MSTRG.697"
"Solyc01g010760.3.1"	"MSTRG.698"
"MSTRG.699.1"	"MSTRG.699"
"Solyc01g010780.4.1"	"MSTRG.700"
"MSTRG.700.2"	"MSTRG.700"
"lnc_RNA:Solyc01r001680.1.1"	"MSTRG.701"
"MSTRG.702.1"	"MSTRG.702"
"MSTRG.702.2"	"MSTRG.702"
"Solyc01g010785.1.1"	"Solyc01g010785.1"
"lnc_RNA:Solyc01r001690.1.1"	"lnc_RNA:Solyc01r001690.1"
"Solyc01g010810.4.1"	"MSTRG.703"
"Solyc01g010820.3.1"	"MSTRG.704"
"MSTRG.705.1"	"MSTRG.705"
"MSTRG.705.2"	"MSTRG.705"
"Solyc01g010830.4.1"	"MSTRG.705"
"lnc_RNA:Solyc01r001700.1.1"	"MSTRG.706"
"lnc_RNA:Solyc01r001710.1.1"	"lnc_RNA:Solyc01r001710.1"
"lnc_RNA:Solyc01r001720.1.1"	"lnc_RNA:Solyc01r001720.1"
"Solyc01g010840.1.1"	"Solyc01g010840.1"
"lnc_RNA:Solyc01r001730.1.1"	"lnc_RNA:Solyc01r001730.1"
"MSTRG.707.1"	"MSTRG.707"
"Solyc01g010860.3.1"	"MSTRG.708"
"Solyc01g010870.3.1"	"MSTRG.709"
"MSTRG.709.2"	"MSTRG.709"
"MSTRG.709.3"	"MSTRG.709"
"MSTRG.710.1"	"MSTRG.710"
"MSTRG.710.2"	"MSTRG.710"
"MSTRG.710.3"	"MSTRG.710"
"Solyc01g010880.3.1"	"MSTRG.710"
"MSTRG.711.1"	"MSTRG.711"
"MSTRG.712.1"	"MSTRG.712"
"lnc_RNA:Solyc01r001740.1.1"	"MSTRG.712"
"MSTRG.713.1"	"MSTRG.713"
"Solyc01g010890.4.1"	"Solyc01g010890.4"
"Solyc01g010900.3.1"	"Solyc01g010900.3"
"Solyc01g010910.2.1"	"MSTRG.714"
"MSTRG.715.1"	"MSTRG.715"
"MSTRG.715.2"	"MSTRG.715"
"MSTRG.715.3"	"MSTRG.715"
"Solyc01g010920.2.1"	"MSTRG.715"
"Solyc01g010930.4.1"	"MSTRG.715"
"MSTRG.716.1"	"MSTRG.716"
"MSTRG.717.1"	"MSTRG.717"
"MSTRG.718.1"	"MSTRG.718"
"MSTRG.719.1"	"MSTRG.719"
"Solyc01g010940.3.1"	"MSTRG.720"
"Solyc01g010950.3.1"	"MSTRG.721"
"MSTRG.721.2"	"MSTRG.721"
"lnc_RNA:Solyc01r001750.1.1"	"lnc_RNA:Solyc01r001750.1"
"lnc_RNA:Solyc01r001750.1.2"	"lnc_RNA:Solyc01r001750.1"
"Solyc01g010960.3.1"	"Solyc01g010960.3"
"Solyc01g010970.3.1"	"MSTRG.722"
"lnc_RNA:Solyc01r001760.1.1"	"MSTRG.723"
"MSTRG.724.1"	"MSTRG.724"
"lnc_RNA:Solyc01r001770.1.1"	"lnc_RNA:Solyc01r001770.1"
"lnc_RNA:Solyc01r001780.1.1"	"lnc_RNA:Solyc01r001780.1"
"MSTRG.725.1"	"MSTRG.725"
"MSTRG.725.2"	"MSTRG.725"
"MSTRG.725.3"	"MSTRG.725"
"Solyc01g010990.2.1"	"MSTRG.725"
"lnc_RNA:Solyc01r001790.1.1"	"MSTRG.725"
"Solyc01g011000.3.1"	"MSTRG.726"
"lnc_RNA:Solyc01r001800.1.1"	"MSTRG.727"
"MSTRG.727.1"	"MSTRG.727"
"Solyc01g011005.1.1"	"MSTRG.728"
"Solyc01g011020.2.1"	"Solyc01g011020.2"
"lnc_RNA:Solyc01r001810.1.1"	"lnc_RNA:Solyc01r001810.1"
"MSTRG.729.1"	"MSTRG.729"
"Solyc01g011030.3.1"	"MSTRG.729"
"Solyc01g011040.3.1"	"MSTRG.730"
"Solyc01g011050.3.1"	"Solyc01g011050.3"
"Solyc01g011060.1.1"	"Solyc01g011060.1"
"lnc_RNA:Solyc01r001820.1.1"	"lnc_RNA:Solyc01r001820.1"
"lnc_RNA:Solyc01r001830.1.1"	"lnc_RNA:Solyc01r001830.1"
"Solyc01g011070.1.1"	"Solyc01g011070.1"
"lnc_RNA:Solyc01r001840.1.1"	"lnc_RNA:Solyc01r001840.1"
"lnc_RNA:Solyc01r001850.1.1"	"lnc_RNA:Solyc01r001850.1"
"lnc_RNA:Solyc01r001860.1.1"	"lnc_RNA:Solyc01r001860.1"
"Solyc01g011080.3.1"	"MSTRG.731"
"Solyc01g011090.4.1"	"MSTRG.732"
"MSTRG.732.1"	"MSTRG.732"
"MSTRG.732.3"	"MSTRG.732"
"MSTRG.732.4"	"MSTRG.732"
"Solyc01g011100.2.1"	"MSTRG.732"
"MSTRG.733.1"	"MSTRG.733"
"Solyc01g011105.1.1"	"MSTRG.733"
"Solyc01g011110.1.1"	"Solyc01g011110.1"
"Solyc01g011113.1.1"	"Solyc01g011113.1"
"lnc_RNA:Solyc01r001870.1.1"	"lnc_RNA:Solyc01r001870.1"
"Solyc01g011115.1.1"	"Solyc01g011115.1"
"lnc_RNA:Solyc01r001880.1.1"	"lnc_RNA:Solyc01r001880.1"
