"gene_id","ref_id","transcript_id","adj.p","dPSI","time"
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",5.78293967038515e-05,-0.133857361765744,50
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",7.54990494400282e-12,-0.221274221763811,60
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",1.65320320826729e-06,-0.159799207913323,70
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",8.92789975052562e-14,-0.233725368700608,80
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",8.84002733519107e-12,-0.228163541541267,90
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",1.22879074101899e-08,-0.223598895002129,105
"MSTRG.2637","Solyc01g102270.2","Solyc01g102270.2.1",5.52867101088894e-06,-0.155680819426934,120
"MSTRG.2809","Solyc01g104160.4","MSTRG.2809.2",0.000494133861427451,0.122724528214115,105
"MSTRG.2809","Solyc01g104160.4","MSTRG.2809.2",1.18251367021319e-05,0.167761892901886,120
"MSTRG.2809","Solyc01g104160.4","MSTRG.2809.3",0.000522720747353866,-0.203772844730688,120
"MSTRG.2815","Solyc01g104230.4","MSTRG.2815.1",1.53623507567257e-05,-0.581260412689338,90
"MSTRG.2815","Solyc01g104230.4","MSTRG.2815.1",2.83192926437663e-05,-0.547041959838039,105
"MSTRG.2815","Solyc01g104230.4","Solyc01g104230.4.1",1.53623507567257e-05,0.581260412689338,90
"MSTRG.2815","Solyc01g104230.4","Solyc01g104230.4.1",2.83192926437663e-05,0.547041959838039,105
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",2.99709439344996e-05,-0.15491511320531,40
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",5.52307155078991e-08,-0.196437432517655,50
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",1.81408681483376e-06,-0.159176692610581,70
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",1.13143941665461e-07,-0.198036343539435,80
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",1.94465855381165e-06,-0.180518372964081,90
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",2.60001815395733e-05,-0.134278110570048,105
"MSTRG.2868","Solyc01g104650.3","MSTRG.2868.2",0.000565488625527444,-0.133383481071001,120
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",2.99709439344996e-05,0.15491511320531,40
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",5.52307155078991e-08,0.196437432517655,50
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",1.81408681483376e-06,0.159176692610581,70
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",1.13143941665461e-07,0.198036343539435,80
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",1.94465855381165e-06,0.180518372964081,90
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",2.60001815395733e-05,0.134278110570048,105
"MSTRG.2868","Solyc01g104650.3","Solyc01g104650.3.1",0.000565488625527444,0.133383481071001,120
"MSTRG.3013","Solyc01g106280.3","MSTRG.3013.1",5.63731612755219e-06,-0.215355742359071,10
"MSTRG.3013","Solyc01g106280.3","MSTRG.3013.1",7.39954250797445e-07,0.314784885889253,90
"MSTRG.3013","Solyc01g106280.3","MSTRG.3013.1",1.69624352473456e-06,0.317267966018474,105
"MSTRG.3013","Solyc01g106280.3","MSTRG.3013.1",2.82386622155296e-08,0.35332876435654,120
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",0.000492870811614308,0.181928464094009,5
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",3.13640168546849e-07,0.276192298820227,10
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",0.000242066567468383,0.187236960920948,15
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",0.000854619824832349,0.191051582298829,30
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",5.29723803248747e-06,-0.299964119604678,90
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",3.38344300684982e-07,-0.355138347584761,105
"MSTRG.3013","Solyc01g106280.3","Solyc01g106280.3.1",4.91716848770363e-09,-0.392374284782852,120
"MSTRG.3327","Solyc01g109650.3","MSTRG.3327.1",0.000145779053274551,0.20144108029249,50
"MSTRG.3327","Solyc01g109650.3","MSTRG.3327.1",9.10339651311006e-05,0.208318526517397,70
"MSTRG.3327","Solyc01g109650.3","MSTRG.3327.1",5.35565482671589e-08,0.289979228776033,90
"MSTRG.3327","Solyc01g109650.3","MSTRG.3327.1",0.000208030973789354,0.200391831216784,105
"MSTRG.3327","Solyc01g109650.3","MSTRG.3327.1",1.51426035965229e-05,0.218593952401089,120
"MSTRG.3327","Solyc01g109650.3","Solyc01g109650.3.1",8.36165981506992e-05,-0.242961141565611,50
"MSTRG.3327","Solyc01g109650.3","Solyc01g109650.3.1",0.000746031719004807,-0.208132503652491,90
"MSTRG.3333","Solyc01g109700.3","MSTRG.3333.1",0.00638502944707544,-0.219630852998541,60
"MSTRG.3333","Solyc01g109700.3","MSTRG.3333.1",0.00459604023367232,-0.217653598527887,70
"MSTRG.3333","Solyc01g109700.3","MSTRG.3333.1",0.000880050642915507,-0.293501047652777,90
"MSTRG.3333","Solyc01g109700.3","MSTRG.3333.1",0.000834678430388249,-0.307241776673872,105
"MSTRG.3333","Solyc01g109700.3","Solyc01g109700.3.1",0.00638502944707544,0.219630852998541,60
"MSTRG.3333","Solyc01g109700.3","Solyc01g109700.3.1",0.00459604023367232,0.217653598527887,70
"MSTRG.3333","Solyc01g109700.3","Solyc01g109700.3.1",0.000880050642915507,0.293501047652777,90
"MSTRG.3333","Solyc01g109700.3","Solyc01g109700.3.1",0.000834678430388249,0.307241776673871,105
"MSTRG.3389","Solyc01g110310.3","MSTRG.3389.1",0.000223268493311217,0.121498401750716,90
"MSTRG.3389","Solyc01g110310.3","MSTRG.3389.1",1.3810810930422e-06,0.1693339300785,105
"MSTRG.3389","Solyc01g110310.3","MSTRG.3389.1",2.11197395464689e-07,0.203834037221118,120
"MSTRG.3389","Solyc01g110310.3","Solyc01g110310.3.1",0.000223268493311217,-0.121498401750716,90
"MSTRG.3389","Solyc01g110310.3","Solyc01g110310.3.1",1.3810810930422e-06,-0.1693339300785,105
"MSTRG.3389","Solyc01g110310.3","Solyc01g110310.3.1",2.11197395464689e-07,-0.203834037221118,120
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.1",9.76410773602095e-05,0.153311069603914,60
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.1",1.52135199363916e-05,0.183703417624914,70
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.1",0.000547343501610574,0.179122166748507,105
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.2",9.76410773602095e-05,-0.143551872398284,60
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.2",1.52135199363916e-05,-0.183703417624914,70
"MSTRG.3393","Solyc01g110370.4","MSTRG.3393.2",0.000547343501610574,-0.179122166748507,105
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.1",0.000618776075468994,0.113603677415236,70
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.1",1.01720540320453e-05,0.212568193674569,90
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.1",1.39041753424373e-05,0.213647228708769,105
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.1",5.93071840921451e-06,0.25512098192137,120
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.2",0.000399914076236877,-0.159621227027298,5
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.2",0.000459042816470246,0.125713245067692,105
"MSTRG.3553","Solyc01g111980.3","MSTRG.3553.2",0.000351590799886784,0.129129826525693,120
"MSTRG.3553","Solyc01g111980.3","Solyc01g111980.3.1",0.000399914076236877,0.168758140563963,5
"MSTRG.3553","Solyc01g111980.3","Solyc01g111980.3.1",0.000493797896193362,-0.168021089216176,80
"MSTRG.3553","Solyc01g111980.3","Solyc01g111980.3.1",1.01720540320453e-05,-0.292299766621477,90
"MSTRG.3553","Solyc01g111980.3","Solyc01g111980.3.1",2.25088244843919e-07,-0.339360473776461,105
"MSTRG.3553","Solyc01g111980.3","Solyc01g111980.3.1",2.43258399814915e-07,-0.384250808447063,120
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.00202204389863019,0.106072936084319,40
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.00333171610539393,0.180582826690785,50
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.000222781300790487,0.207523046003724,60
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.000148157849497592,0.219275174193144,70
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",5.52496794225091e-05,0.217464677645583,80
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",9.90778953698182e-05,0.192845898299206,90
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.000160517984523358,0.208447394255682,105
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.3",0.000612314748717047,0.186281581522345,120
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",8.40016429310035e-06,-0.324506457901231,5
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",0.000563613816511061,0.18776443443138,60
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",2.47584112358548e-05,0.24016146540066,70
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",9.68140119252393e-08,0.293578145442962,80
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",4.06072338157553e-08,0.379600476914248,90
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",1.01448772376048e-07,0.332911965094262,105
"MSTRG.3555","Solyc01g112000.4","MSTRG.3555.4",4.76570291560322e-06,0.30212211628628,120
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",8.40016429310035e-06,0.355458109556475,5
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",0.00282838131613961,-0.214669008729042,30
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",0.000507534778518074,-0.288487530521638,40
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",8.39253923980158e-06,-0.380111642051202,60
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",8.80174342569979e-07,-0.412668801826193,70
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",3.02929799625339e-13,-0.549224534827283,80
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",1.11398188946771e-09,-0.539190094887688,90
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",1.12757929240791e-09,-0.499260635938923,105
"MSTRG.3555","Solyc01g112000.4","Solyc01g112000.4.1",1.45573124942491e-07,-0.470441519880053,120
"MSTRG.3556","Solyc01g112010.3","MSTRG.3556.2",0.00069487763164154,0.34122058430976,50
"MSTRG.3556","Solyc01g112010.3","MSTRG.3556.2",0.000465510389043751,0.535861351736513,80
"MSTRG.3556","Solyc01g112010.3","MSTRG.3556.2",1.56532731368985e-05,0.583409833965669,90
"MSTRG.3556","Solyc01g112010.3","MSTRG.3556.2",3.96207639842107e-08,0.694739734724844,105
"MSTRG.3556","Solyc01g112010.3","MSTRG.3556.2",4.53588471258206e-09,0.767332253372332,120
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",0.000112640889820242,-0.149982475009398,40
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",4.87468889454657e-05,-0.184340326028158,50
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",1.17248239154985e-07,-0.203512872094023,60
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",4.66195590170466e-12,-0.265434132422648,70
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",1.88449995919727e-09,-0.244828565339645,80
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",7.55230319489533e-15,-0.284921890264661,90
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",1.04787302243367e-14,-0.283636670352344,105
"MSTRG.477","Solyc01g150101.1","MSTRG.477.2",3.34576378301025e-15,-0.311278203990782,120
"MSTRG.477","Solyc01g150101.1","Solyc01g150101.1.1",0.000112640889820242,0.149982475009398,40
"MSTRG.477","Solyc01g150101.1","Solyc01g150101.1.1",4.87468889454657e-05,0.184340326028158,50
